Date,Team,Acquired,Relinquished,Notes
2017-10-07,Jazz,,Dante Exum,separated left shoulder (out indefinitely)
2017-10-07,Mavericks,,Seth Curry,stress reaction in tibia in left leg (out for season)
2017-10-08,76ers,,Richaun Holmes,fractured wrist (out indefinitely)
2017-10-09,Pelicans,,Rajon Rondo,surgery to repair sports hernia (out indefinitely)
2017-10-09,Wizards,,Sheldon Mac,torn Achilles tendon (out for season)
2017-10-10,Wizards,,Sheldon Mac,surgery to repair torn left Achilles tendon (out indefinitely)
2017-10-11,Hawks,,Miles Plumlee,strained right quadriceps (DTD)
2017-10-11,Hornets,,Michael Carter-Williams,sore knees (DTD)
2017-10-12,Heat,,Rodney McGruder,surgery on lower left leg to repair stress fracture (out indefinitely) (date approximate)
2017-10-12,Pelicans,,Omer Asik,illness (DTD)
2017-10-12,Suns,,Davon Reed,surgery on left knee to repair torn meniscus (out indefinitely)
2017-10-14,Pacers,,Glenn Robinson III,surgery on left ankle (out indefinitely)
2017-10-16,Jazz,,Dante Exum,surgery to repair separated left shoulder (out indefinitely)
2017-10-17,Bulls,,Nikola Mirotic,fractured bones in face (out indefinitely)
2017-10-17,Cavaliers,,Ante Zizic,placed on IL
2017-10-17,Cavaliers,,Isaiah Thomas,placed on IL with right hip impingement
2017-10-17,Celtics,,Gordon Hayward,fractured tibia in left leg and dislocated left ankle (out for season)
2017-10-17,Celtics,,Guerschon Yabusele,placed on IL with illness
2017-10-17,Celtics,,Jabari Bird,placed on IL
2017-10-17,Celtics,,Kadeem Allen,placed on IL
2017-10-17,Celtics,,Marcus Morris,placed on IL with sore right knee
2017-10-17,Grizzlies,,Ben McLemore,placed on IL recovering from surgery on right foot to repair fracture
2017-10-17,Grizzlies,,Wayne Selden Jr.,placed on IL with right quadriceps injury
2017-10-17,Heat,,Rodney McGruder,placed on IL recovering from surgery on lower left leg to repair stress fracture
2017-10-17,Hornets,,Nicolas Batum,placed on IL with torn ligament in left elbow
2017-10-17,Kings,,Bogdan Bogdanovic,sprained right ankle (DTD)
2017-10-17,Pelicans,,Alex Ajinca,placed on IL with sore right knee
2017-10-17,Pelicans,,Frank Jackson,placed on IL with fractured right foot (out for season)
2017-10-17,Pelicans,,Omer Asik,placed on IL with illness
2017-10-17,Pelicans,,Rajon Rondo,placed on IL recovering from surgery to repair sports hernia
2017-10-17,Pelicans,,Solomon Hill,placed on IL recovering from surgery to repair torn left hamstring
2017-10-17,Rockets,,Chinanu Onuaku,placed on IL
2017-10-17,Rockets,,Troy Williams,placed on IL
2017-10-17,Spurs,, Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg
2017-10-17,Spurs,,Kawhi Leonard,placed on IL with rehab of right quadriceps
2017-10-17,Warriors,,Andre Iguodala,placed on IL with strained back
2017-10-17,Warriors,,Chris Boucher,placed on IL
2017-10-17,Warriors,,Damian Jones,placed on IL
2017-10-17,Cavaliers,,John Holland,placed on IL
2017-10-17,Warriors,,Quinn Cook,placed on IL
2017-10-18,76ers,,Furkan Korkmaz,placed on IL
2017-10-18,76ers,,Jacob Pullen,placed on IL
2017-10-18,76ers,,Jahlil Okafor,illness (DTD)
2017-10-18,76ers,,James McAdoo ,placed on IL
2017-10-18,76ers,,Richaun Holmes,placed on IL with fractured hand/wrist
2017-10-18,Blazers,,C.J. Wilcox,placed on IL
2017-10-18,Blazers,,Noah Vonleh,placed on IL with strained right shoulder
2017-10-18,Blazers,,Zach Collins,illness (DTD)
2017-10-18,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL
2017-10-18,Celtics,,Gordon Hayward,surgery on left ankle/leg to repair fractured tibia and dislocated ankle (out for season)
2017-10-18,Celtics,,Gordon Hayward,placed on IL with fractured tibia in left leg and dislocated left ankle (out for season)
2017-10-18,Celtics,Jabari Bird,,activated from IL
2017-10-18,Grizzlies,,Kobi Simmons,placed on IL
2017-10-18,Grizzlies,,Vince Hunter,placed on IL
2017-10-18,Hawks,,Isaiah Taylor,placed on IL
2017-10-18,Hawks,,Miles Plumlee,placed on IL with strained right quadriceps
2017-10-18,Hawks,,Nicolas Brussino,placed on IL
2017-10-18,Heat,,A.J. Hammons,placed on IL with illness
2017-10-18,Heat,,Derrick Walton Jr.,placed on IL
2017-10-18,Heat,,Okaro White,placed on IL with sprained/strained left shoulder
2017-10-18,Hornets,,Mangok Mathiang,placed on IL
2017-10-18,Hornets,,Marcus Paige,placed on IL
2017-10-18,Jazz,,Dante Exum,placed on IL recovering from surgery on separated left shoulder
2017-10-18,Jazz,,Eric Griffin,placed on IL
2017-10-18,Jazz,,Raul Neto,placed on IL with right hamstring injury
2017-10-18,Jazz,,Tony Bradley,placed on IL
2017-10-18,Kings,,Harry Giles,placed on IL recovering from surgery / rehab of knees
2017-10-18,Kings,,Jack Cooley,placed on IL
2017-10-18,Kings,,Zach Randolph,placed on IL recovering from oral surgery
2017-10-18,Magic,,Adreian Payne,placed on IL with fractured left hand
2017-10-18,Magic,,Jamel Artis,placed on IL
2017-10-18,Magic,,Khem Birch,placed on IL
2017-10-18,Magic,,Wes Iwundu,placed on IL with strained right hamstring
2017-10-18,Mavericks,,Gian Clavell,placed on IL
2017-10-18,Mavericks,,Johnathan Motley,placed on IL
2017-10-18,Mavericks,,Josh McRoberts,placed on IL with knee injury
2017-10-18,Mavericks,,Seth Curry,placed on IL with stress reaction in tibia in left leg (out for season)
2017-10-18,Nets,,Isaiah Whitehead,placed on IL
2017-10-18,Nets,,Jake Wiley,placed on IL
2017-10-18,Nets,,Jeremy Lin,ruptured patella tendon in right knee (out for season)
2017-10-18,Nets,,Tyler Zeller,placed on IL
2017-10-18,Nets,,Billy Ouattara,placed on IL
2017-10-18,Nuggets,,Monte Morris,placed on IL
2017-10-18,Nuggets,,Torrey Craig,placed on IL
2017-10-18,Nuggets,,Tyler Lydon,placed on IL
2017-10-18,Pacers,,Alex Poythress,placed on IL
2017-10-18,Pacers,,Bogdan Bogdanovic,placed on IL with sprained right ankle
2017-10-18,Pacers,,Edmond Sumner,placed on IL with surgery on left knee
2017-10-18,Pacers,,Glenn Robinson III,placed on IL recovering from surgery on left ankle
2017-10-18,Pacers,,Ike Anigbogu,knee injury (DTD)
2017-10-18,Pistons,,Anthony Tolliver,placed on IL
2017-10-18,Pistons,,Dwight Buycks,placed on IL with strained left hip flexor
2017-10-18,Pistons,,Luis Montero,placed on IL
2017-10-18,Rockets,,Chris Paul,bruised left knee (DTD)
2017-10-18,Spurs,,Darrun Hilliard,placed on IL
2017-10-18,Spurs,,Matt Costello,placed on IL
2017-10-18,Suns,,Alan Williams,placed on IL recovering from surgery on right knee to repair torn meniscus
2017-10-18,Suns,,Alex Len,placed on IL with sprained left ankle
2017-10-18,Suns,,Brandon Knight,placed on IL recovering from torn ACL in left knee (out for season)
2017-10-18,Suns,,Davon Reed,placed on IL recovering from surgery on left knee to repair torn meniscus
2017-10-18,Suns,,Jared Dudley,placed on IL recovering from surgery to repair ligament and bone in toe
2017-10-18,Timberwolves,,Anthony Brown,placed on IL
2017-10-18,Timberwolves,,Justin Patton,placed on IL frecovering from surgery on left foot to repair fracture
2017-10-18,Wizards,,Devin Robinson,placed on IL with stress fracture in left foot
2017-10-18,Wizards,,Markieff Morris,placed on IL recovering from surgery to repair sports hernia
2017-10-18,Wizards,,Mike Young,placed on IL
2017-10-18,Wizards,,Sheldon Mac,placed on IL recovering from surgery to repair torn left Achilles tendon
2017-10-19,Bulls,,Cameron Payne,placed on IL with recovering from surgery to repair fractured right foot
2017-10-19,Bulls,,Kris Dunn,placed on IL with dislocated left index finger
2017-10-19,Bulls,,Nikola Mirotic,placed on IL with fractured bones in face
2017-10-19,Bulls,,Zach LaVine,placed on IL recovering from torn ACL in left knee
2017-10-19,Clippers,,C.J. Williams,placed on IL
2017-10-19,Clippers,,Jamil Wilson,placed on IL with lower back spasms
2017-10-19,Clippers,,Jawun Evans,placed on IL
2017-10-19,Grizzlies,,JaMychal Green,sprained left ankle (DTD)
2017-10-19,Knicks,,Jarrett Jack,placed on IL
2017-10-19,Knicks,,Luke Kornet,placed on IL
2017-10-19,Knicks,,Mindaugas Kuzminskas,placed on IL
2017-10-19,Lakers,,Ivica Zubac,placed on IL
2017-10-19,Lakers,,Josh Hart,placed on IL with bursitis in left heel
2017-10-19,Lakers,,Thomas Bryant,placed on IL
2017-10-19,Lakers,,Vander Blue,placed on IL
2017-10-19,Pacers,,Myles Turner,sore neck (DTD)
2017-10-19,Raptors,,Bruno Caboclo,placed on IL
2017-10-19,Raptors,,K.J. McDaniels,placed on IL
2017-10-19,Raptors,,Lorenzo Brown,placed on IL
2017-10-19,Raptors,,Malcolm Miller,placed on IL with surgery on right ankle
2017-10-19,Thunder,,Daniel Hamilton,placed on IL
2017-10-19,Thunder,,Kyle Singler,placed on IL
2017-10-19,Thunder,,P.J. Dozier,placed on IL
2017-10-20,Blazers,,Wade Baldwin IV,placed on IL with surgery on right thumb
2017-10-20,Blazers,Zach Collins,,returned to lineup
2017-10-20,Cavaliers,,Derrick Rose,sprained left ankle (DTD)
2017-10-20,Cavaliers,,London Perrantes,placed on IL
2017-10-20,Celtics,,Marcus Smart,placed on IL with sore ankle
2017-10-20,Celtics,Guerschon Yabusele,,activated from IL
2017-10-20,Hawks,,DeAndre Bembry,placed on IL with fractured right wrist
2017-10-20,Hawks,Nicolas Brussino,,activated from IL
2017-10-20,Heat,,Hassan Whiteside,bruised left knee (DTD)
2017-10-20,Hornets,,Cody Zeller,bone bruise in right knee (DTD)
2017-10-20,Hornets,,Michael Carter-Williams,sore knee (DTD)
2017-10-20,Jazz,,Nate Wolters,placed on IL
2017-10-20,Jazz,Raul Neto,,activated from IL
2017-10-20,Kings,,Giorgios Papagiannis ,placed on IL
2017-10-20,Kings,Zach Randolph,,activated from IL
2017-10-20,Lakers,,Luol Deng,placed on IL with surgery on right pectoral muscle (out indefinitely)
2017-10-20,Lakers,Josh Hart,,activated from IL
2017-10-20,Magic,,Aaron Gordon,placed on IL with sore left ankle
2017-10-20,Magic,Wes Iwundu,,activated from IL
2017-10-20,Mavericks,,Dennis Smith Jr.,placed on IL with sore left knee
2017-10-20,Mavericks,Gian Clavell,,activated from IL
2017-10-20,Nets,,Jeremy Lin,placed on IL recovering from surgery on right knee to repair ruptured patella tendon (out for season)
2017-10-20,Nets,Tyler Zeller,,activated from IL
2017-10-20,Pacers,,Myles Turner,placed on IL with concussion
2017-10-20,Pacers,Alex Poythress,,activated from IL
2017-10-20,Pacers,Ike Anigbogu,,returned to lineup
2017-10-20,Pistons,,Boban Marjanovic,placed on IL
2017-10-20,Pistons,Anthony Tolliver,,activated from IL
2017-10-20,Suns,Alex Len,,activated from IL
2017-10-20,Warriors,,Kevon Looney,placed on IL
2017-10-20,Warriors,,Omri Casspi,placed on IL with sprained left ankle
2017-10-20,Warriors,Andre Iguodala,,activated from IL
2017-10-20,Warriors,Quinn Cook,,activated from IL
2017-10-20,Wizards,,Jason Smith,placed on IL with sprained right shoulder
2017-10-20,Wizards,Mike Young,,activated from IL
2017-10-21,76ers,,Joel Embiid,placed on IL with rehab of left knee
2017-10-21,76ers,Jahlil Okafor,,returned to lineup
2017-10-21,76ers,James McAdoo ,,activated from IL
2017-10-21,Bucks,,Joel Bolomboy,placed on IL
2017-10-21,Bucks,,Rashad Vaughn,placed on IL
2017-10-21,Cavaliers,,Derrick Rose,placed on IL with sprained left ankle
2017-10-21,Cavaliers,Ante Zizic,,activated from IL
2017-10-21,Grizzlies,,JaMychal Green,placed on IL with sprained left ankle
2017-10-21,Grizzlies,Kobi Simmons,,activated from IL
2017-10-21,Heat,,Hassan Whiteside,placed on IL with bruised left knee
2017-10-21,Heat,A.J. Hammons,,activated from IL
2017-10-21,Heat,Okaro White,,activated from IL
2017-10-21,Jazz,,Rodney Hood,placed on IL with strained left calf
2017-10-21,Jazz,Nate Wolters,,activated from IL
2017-10-21,Knicks,,Frank Ntilikina,placed on IL with sprained left ankle
2017-10-21,Knicks,,Isaiah Hicks,placed on IL
2017-10-21,Knicks,Jarrett Jack,,activated from IL
2017-10-21,Magic,,Elfrid Payton,placed on IL with sore/strained left hamstring
2017-10-21,Magic,Khem Birch,,activated from IL
2017-10-21,Nuggets,,Richard Jefferson,placed on IL
2017-10-21,Pistons,,Eric Moreland,placed on IL
2017-10-21,Pistons,Boban Marjanovic,,activated from IL
2017-10-21,Raptors,,Jonas Valanciunas,sore/sprained left ankle (DTD)
2017-10-21,Rockets,,Chris Paul,placed on IL with bruised left knee
2017-10-21,Rockets,Troy Williams,,activated from IL
2017-10-22,Clippers,,Milos Tedosic,plantar fascia in left foot (out indefinitely)
2017-10-22,Hawks,,Nicolas Brussino,placed on IL
2017-10-22,Hawks,Isaiah Taylor,,activated from IL
2017-10-22,Lakers,,Alex Caruso,placed on IL
2017-10-22,Lakers,Ivica Zubac,,activated from IL
2017-10-23,76ers,,James McAdoo ,placed on IL
2017-10-23,76ers,Joel Embiid,,activated from IL
2017-10-23,Bucks,,Malcolm Brogdon,sprained left ankle (DTD)
2017-10-23,Hawks,,Dennis Schroder,placed on IL with sprained left ankle
2017-10-23,Hawks,,Ersan Ilyasova,strained left knee (DTD)
2017-10-23,Hawks,Nicolas Brussino,,activated from IL
2017-10-23,Hornets,,Julyan Stone,placed on IL with strained left hamstring
2017-10-23,Hornets,,Marcus Paige,placed on IL
2017-10-23,Hornets,,Michael Carter-Williams,placed on IL with sore knee
2017-10-23,Hornets,Mangok Mathiang,,activated from IL
2017-10-23,Kings,,JaKarr Sampson,placed on IL
2017-10-23,Mavericks,Dennis Smith Jr.,,activated from IL
2017-10-23,Nuggets,,Juan Hernangomez,placed on IL with mononucleosis
2017-10-23,Nuggets,Richard Jefferson,,activated from IL
2017-10-23,Pacers,Bogdan Bogdanovic,,activated from IL
2017-10-23,Raptors,,Jonas Valanciunas,placed on IL with sprained left ankle
2017-10-23,Raptors,Bruno Caboclo,,activated from IL
2017-10-23,Suns,,Alec Peters,placed on IL
2017-10-23,Suns,,Eric Bledsoe,placed on IL
2017-10-23,Suns,Jared Dudley,,activated from IL
2017-10-23,Warriors,,Quinn Cook,placed on IL
2017-10-23,Warriors,Omri Casspi,,activated from IL
2017-10-23,Wizards,,Mike Young,placed on IL
2017-10-24,Blazers,,C.J. Wilcox,right knee injury (out indefinitely)
2017-10-24,Bulls,,Antonio Blakeney,placed on IL
2017-10-24,Clippers,,Milos Tedosic,placed on IL with plantar fascia in left foot
2017-10-24,Clippers,Jawun Evans,,activated from IL
2017-10-24,Hawks,,DeAndre Bembry,surgery on right wrist to repair fracture
2017-10-24,Jazz,,Nate Wolters,placed on IL
2017-10-24,Jazz,Tony Bradley,,activated from IL
2017-10-24,Magic,,Khem Birch,placed on IL
2017-10-24,Magic,Aaron Gordon,,activated from IL
2017-10-24,Magic,Aaron Gordon,,activated from IL
2017-10-24,Nets,,Sean Kilpatrick,placed on IL with illness
2017-10-24,Rockets,,Trevor Ariza,sprained left foot (DTD)
2017-10-24,Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
2017-10-24,Timberwolves,,Jimmy Butler,upper respiratory illness (DTD)
2017-10-25,76ers,,Markelle Fultz,sore right shoulder (DTD)
2017-10-25,Blazers,,Meyers Leonard,sore/sprained right ankle (DTD)
2017-10-25,Cavaliers,,Dwyane Wade,bruised left knee (DTD)
2017-10-25,Grizzlies,,Chandler Parsons,rest (DTD)
2017-10-25,Jazz,,Tony Bradley,placed on IL
2017-10-25,Jazz,Rodney Hood,,activated from IL
2017-10-25,Mavericks,,Gian Clavell,placed on IL
2017-10-25,Nets,,D'Angelo Russell,placed on IL with sprained right knee
2017-10-25,Pistons,,Boban Marjanovic,placed on IL
2017-10-25,Pistons,Eric Moreland,,activated from IL
2017-10-25,Raptors,,Lucas Nogueira,sprained left ankle (DTD)
2017-10-25,Rockets,,Briante Weber,placed on IL
2017-10-25,Rockets,,Nene Hilario ,placed on IL with sore left Achilles
2017-10-25,Rockets,,Trevor Ariza,placed on IL with sprained left foot
2017-10-25,Timberwolves,,Jimmy Butler,placed on IL with upper respiratory illness
2017-10-25,Warriors,,JaVale McGee,placed on IL
2017-10-25,Warriors,Kevon Looney,,activated from IL
2017-10-25,Wizards,Jason Smith,,activated from IL
2017-10-26,Bucks,,Gary Payton II,placed on IL
2017-10-26,Bucks,Malcolm Brogdon,,returned to lineup
2017-10-26,Bulls,,Paul Zipser,bruised right knee (DTD)
2017-10-26,Bulls,Antonio Blakeney,,activated from IL
2017-10-26,Celtics,Marcus Smart,,activated from IL
2017-10-26,Kings,Bogdan Bogdanovic,,activated from IL
2017-10-26,Mavericks,,Dorian Finney-Smith,left knee tendinitis (DTD)
2017-10-26,Mavericks,Gian Clavell,,activated from IL
2017-10-26,Pelicans,,Anthony Davis,left knee tendinitis (DTD)
2017-10-27,Hawks,,Nicolas Brussino,placed on IL
2017-10-27,Hawks,Dennis Schroder,,activated from IL
2017-10-27,Hawks,Ersan Ilyasova,,returned to lineup
2017-10-27,Hornets,,Treveon Graham,bruised right quadriceps (DTD)
2017-10-27,Knicks,,Ron Baker,placed on IL with sore left ankle
2017-10-27,Knicks,Frank Ntilikina,,activated from IL
2017-10-27,Nets,,Isaiah Whitehead,placed on IL
2017-10-27,Nets,D'Angelo Russell,,activated from IL
2017-10-27,Nets,Sean Kilpatrick,,activated from IL
2017-10-27,Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
2017-10-27,Timberwolves,Jimmy Butler,,activated from IL
2017-10-27,Warriors,,Jordan Bell,placed on IL
2017-10-27,Warriors,JaVale McGee,,activated from IL
2017-10-27,Warriors,Quinn Cook,,activated from IL
2017-10-28,76ers,,J.J. Redick,tightness in lower back (DTD)
2017-10-28,76ers,,Jahlil Okafor,placed on IL with upper respiratory infection
2017-10-28,76ers,James McAdoo ,,activated from IL
2017-10-28,Bulls,,Antonio Blakeney,placed on IL
2017-10-28,Bulls,,Ryan Arcidiacono,placed on IL
2017-10-28,Bulls,Kris Dunn,,activated from IL
2017-10-28,Bulls,Paul Zipser,,returned to lineup
2017-10-28,Cavaliers,Dwyane Wade,,returned to lineup
2017-10-28,Grizzlies,,Kobi Simmons,placed on IL
2017-10-28,Mavericks,,Gian Clavell,placed on IL
2017-10-28,Nets,,Quincy Acy,strained left groin (DTD)
2017-10-28,Pelicans,Anthony Davis,,returned to lineup
2017-10-28,Pistons,,Luke Kennard,placed on IL
2017-10-28,Pistons,Boban Marjanovic,,activated from IL
2017-10-28,Rockets,,Eric Gordon,placed on IL with stomach virus
2017-10-28,Rockets,Nene Hilario ,,activated from IL
2017-10-28,Rockets,Trevor Ariza,,activated from IL
2017-10-28,Heat,,Matt Williams,placed on IL
2017-10-28,Pistons,Dwight Buycks,,activated from IL
2017-10-29,Bucks,,Greg Monroe,placed on IL with sore left calf
2017-10-29,Bucks,Rashad Vaughn,,activated from IL
2017-10-29,Cavaliers,,Ante Zizic,placed on IL
2017-10-29,Cavaliers,,Iman Shumpert,sore right knee (DTD)
2017-10-29,Cavaliers,Derrick Rose,,activated from IL
2017-10-29,Hawks,,Ersan Ilyasova,placed on IL with bone bruise in left knee / strained left knee
2017-10-29,Hawks,Nicolas Brussino,,activated from IL
2017-10-29,Hornets,,Frank Kaminsky,illness (DTD)
2017-10-29,Hornets,,Mangok Mathiang,placed on IL
2017-10-29,Hornets,Cody Zeller,,returned to lineup
2017-10-29,Hornets,Treveon Graham,,returned to lineup
2017-10-29,Kings,,George Hill,placed on IL for rest
2017-10-29,Kings,,Zach Randolph,placed on IL for rest / sore left foot
2017-10-29,Kings,Giorgios Papagiannis ,,activated from IL
2017-10-29,Kings,JaKarr Sampson,,activated from IL
