Rank,Name,Cause_of_Death,Date,Year,Month,Day,Department,State,K9_Unit
Conservation Officer,Sarah Ann Grell,Automobile crash,"Monday, May 24, 2021",2021,May,Monday,"Minnesota Department of Natural Resources - Enforcement Division, MN",Minnesota,0
Deputy Sheriff,Daniel James Duke Trujillo,COVID19,"Wednesday, May 26, 2021",2021,May,Wednesday,"Denver Sheriff's Department, CO",Colorado,0
Trooper,John Martin Harris,Struck by vehicle,"Friday, May 28, 2021",2021,May,Friday,"Mississippi Department of Public Safety - Mississippi Highway Patrol, MS",Mississippi,0
Border Patrol Agent,Juan Manuel Urrutia,COVID19,"Friday, May 28, 2021",2021,May,Friday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Detective,Stanley Dash,COVID19,"Saturday, May 29, 2021",2021,May,Saturday,"New York City Police Department, NY",New York,0
Deputy Sheriff,Dustin Kyle Speckels,COVID19,"Sunday, May 30, 2021",2021,May,Sunday,"Hays County Sheriff's Office, TX",Texas,0
Police Officer,Ginarro Allen New,Vehicular assault,"Monday, May 31, 2021",2021,May,Monday,"Phoenix Police Department, AZ",Arizona,0
Sergeant,Dominic David Vaca,Gunfire,"Monday, May 31, 2021",2021,May,Monday,"San Bernardino County Sheriff's Department, CA",California,0
Sergeant,Jose R. Rivera,COVID19,"Monday, May 31, 2021",2021,May,Monday,"Suffolk Police Department, VA",Virginia,0
Sergeant,Nathalie Brill,9/11 related illness,"Wednesday, June 2, 2021",2021,June,Wednesday,"New York City Police Department, NY",New York,0
Detective,Ryan Park,Vehicular assault,"Friday, June 4, 2021",2021,June,Friday,"San Diego Police Department, CA",California,0
Detective,Jamie Huntley-Park,Vehicular assault,"Friday, June 4, 2021",2021,June,Friday,"San Diego Police Department, CA",California,0
Police Officer,Enmanuel Familia,Drowned,"Friday, June 4, 2021",2021,June,Friday,"Worcester Police Department, MA",Massachusetts,0
Deputy Sheriff,"William Henry Smith, Jr.",Drowned,"Sunday, June 6, 2021",2021,June,Sunday,"Baldwin County Sheriff's Office, AL",Alabama,0
Police Officer,"Charlie Louis Banks, Jr.",COVID19,"Sunday, June 6, 2021",2021,June,Sunday,"Deerwood Police Department, MN",Minnesota,0
Police Officer,Steven L. Rodriguez,9/11 related illness,"Wednesday, June 9, 2021",2021,June,Wednesday,"New York City Police Department, NY",New York,0
Sergeant,Erasmo García-Torres,Gunfire,"Thursday, June 10, 2021",2021,June,Thursday,"Puerto Rico Police Department, PR",Puerto Rico,0
Sergeant,Theresa Elizabeth Simon,Heart attack,"Sunday, June 13, 2021",2021,June,Sunday,"Slidell Police Department, LA",Louisiana,0
Police Officer,Alexandra Brenneman Harris,Struck by vehicle,"Sunday, June 13, 2021",2021,June,Sunday,"Seattle Police Department, WA",Washington,0
Sergeant,Paul Keith Mooney,COVID19,"Monday, June 14, 2021",2021,June,Monday,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas,0
Police Officer,Joseph William Burson,Vehicular assault,"Thursday, June 17, 2021",2021,June,Thursday,"Holly Springs Police Department, GA",Georgia,0
Sergeant,Thomas E. Sawyer,COVID19,"Thursday, June 17, 2021",2021,June,Thursday,"Hammond Police Department, IN",Indiana,0
Correctional Officer,Gabriel Kyle Forrest,COVID19,"Thursday, June 17, 2021",2021,June,Thursday,"Washington State Department of Corrections, WA",Washington,0
Sergeant,Rick Entmeier,COVID19,"Friday, June 18, 2021",2021,June,Friday,"Fort Smith Police Department, AR",Arkansas,0
Police Officer,Lewis Franklin Cantey,COVID19,"Friday, June 18, 2021",2021,June,Friday,"Grand River Dam Authority Police Department, OK",Oklahoma,0
Lieutenant,Clinton Joseph Ventrca,COVID19,"Sunday, June 20, 2021",2021,June,Sunday,"Corinth Police Department, TX",Texas,0
Police Officer,Gordon David Beesley,Gunfire,"Monday, June 21, 2021",2021,June,Monday,"Arvada Police Department, CO",Colorado,0
Police Officer,Jason Timothy Swanger,COVID19,"Thursday, June 24, 2021",2021,June,Thursday,"Las Vegas Metropolitan Police Department, NV",Nevada,0
Police Officer,Kevin Dale Apple,Vehicular assault,"Saturday, June 26, 2021",2021,June,Saturday,"Pea Ridge Police Department, AR",Arkansas,0
Deputy Sheriff,Anthony Joel Redondo,Automobile crash,"Saturday, June 26, 2021",2021,June,Saturday,"Imperial County Sheriff's Office, CA",California,0
Lieutenant,"Gary Wayne Crump, II",Heart attack,"Wednesday, June 30, 2021",2021,June,Wednesday,"Georgetown Police Department, KY",Kentucky,0
Lieutenant,Leslie Lee Lentz,COVID19,"Thursday, July 1, 2021",2021,July,Thursday,"Missouri Department of Corrections, MO",Missouri,0
Detective,Jon Alexander Cooke,COVID19,"Friday, July 2, 2021",2021,July,Friday,"Hollywood Police Department, FL",Florida,0
Police Officer,Clinton Adolphis Martin,COVID19,"Saturday, July 3, 2021",2021,July,Saturday,"Alpharetta Police Department, GA",Georgia,0
Detective,Gregory Joseph Ferency,Gunfire,"Wednesday, July 7, 2021",2021,July,Wednesday,"Terre Haute Police Department, IN",Indiana,0
Corporal,"Darryl Dwayne Cross, Jr.",Heart attack,"Thursday, July 8, 2021",2021,July,Thursday,"Detroit Police Department, MI",Michigan,0
Captain,Clay Morsell Germany,COVID19,"Friday, July 9, 2021",2021,July,Friday,"Wichita Police Department, KS",Kansas,0
Police Officer,"William Earl Collins, Jr.",Gunfire,"Friday, July 9, 2021",2021,July,Friday,"Doyline Police Department, LA",Louisiana,0
Police Officer,Stanley J. Kasper,9/11 related illness,"Friday, July 9, 2021",2021,July,Friday,"Yonkers Police Department, NY",New York,0
Sergeant,Joshua Blake Bartlett,Gunfire,"Thursday, July 15, 2021",2021,July,Thursday,"Lubbock County Sheriff's Office, TX",Texas,0
Detective,Juan Alfonso John Delgado,COVID19,"Thursday, July 15, 2021",2021,July,Thursday,"Bay City Police Department, TX",Texas,0
Officer,Ruben Facio,COVID19,"Saturday, July 17, 2021",2021,July,Saturday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Reserve Deputy Sheriff,Tom Larry Hoobler,Heart attack,"Saturday, July 17, 2021",2021,July,Saturday,"Childress County Sheriff's Office, TX",Texas,0
Sergeant,"Sonny Lee Orbin, Sr.",COVID19,"Sunday, July 18, 2021",2021,July,Sunday,"Missouri Department of Corrections, MO",Missouri,0
Police Officer,Ricky Neal Roberts,COVID19,"Monday, July 19, 2021",2021,July,Monday,"McLennan Community College Police Department, TX",Texas,0
Deputy Sheriff,"Ray William McCrary, Jr.",COVID19,"Tuesday, July 20, 2021",2021,July,Tuesday,"Shelby County Sheriff's Office, TN",Tennessee,0
Home Confinement Officer,Michael Andrew Sillman,Heart attack,"Tuesday, July 20, 2021",2021,July,Tuesday,"Marion County Sheriff's Office, WV",West Virginia,0
Correctional Officer,"Robert Lewis Welch, III",COVID19,"Thursday, July 22, 2021",2021,July,Thursday,"Missouri Department of Corrections, MO",Missouri,0
Police Officer,J. Adam Ashworth,COVID19,"Thursday, July 22, 2021",2021,July,Thursday,"St. George Police Department, UT",Utah,0
Bailiff,"Roy Thomas Overton, Jr.",COVID19,"Friday, July 23, 2021",2021,July,Friday,"Guadalupe County Constable's Office - Precinct 4, TX",Texas,0
Sergeant,Jeremy Robert Brown,Gunfire,"Friday, July 23, 2021",2021,July,Friday,"Clark County Sheriff's Office, WA",Washington,0
Deputy Sheriff,Phillip Jesse Campas,Gunfire,"Sunday, July 25, 2021",2021,July,Sunday,"Kern County Sheriff's Office, CA",California,0
Corrections Officer IV,Daniel Joseph Giorgi,COVID19,"Sunday, July 25, 2021",2021,July,Sunday,"Texas Department of Criminal Justice - Correctional Institutions Division, TX",Texas,0
Police Officer,Marquis Dewon Moorer,Gunfire,"Tuesday, July 27, 2021",2021,July,Tuesday,"Selma Police Department, AL",Alabama,0
Police Officer,Ryan Andrew Bialke,Gunfire,"Tuesday, July 27, 2021",2021,July,Tuesday,"Red Lake Nation Police Department, TR",United States,0
Lieutenant,Matthew D. Razukas,COVID19,"Tuesday, July 27, 2021",2021,July,Tuesday,"New Jersey State Police, NJ",New Jersey,0
Corporal,Albert Rene Gomez,COVID19,"Tuesday, July 27, 2021",2021,July,Tuesday,"White Settlement Police Department, TX",Texas,0
Deputy Sheriff,Justin Smith,COVID19,"Wednesday, July 28, 2021",2021,July,Wednesday,"Burt County Sheriff's Office, NE",Nebraska,0
Lieutenant,Gilbert Clayton McClure,COVID19,"Wednesday, July 28, 2021",2021,July,Wednesday,"Texarkana Police Department, TX",Texas,0
Trooper,Micah David May,Vehicular assault,"Thursday, July 29, 2021",2021,July,Thursday,"Nevada Department of Public Safety - Nevada Highway Patrol, NV",Nevada,0
Police Officer,Jonathan M. Gumm,Heart attack,"Thursday, July 29, 2021",2021,July,Thursday,"United States Department of Defense - Joint Base Lewis-McChord Police Department, US",United States,0
Police Officer,Randy James Guidry,COVID19,"Friday, July 30, 2021",2021,July,Friday,"Youngsville Police Department, LA",Louisiana,0
Supervisory Border Patrol Agent,Daniel Paul Cox,Automobile crash,"Saturday, July 31, 2021",2021,July,Saturday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Police Officer,Lewis Andrew Andy Traylor,Automobile crash,"Saturday, July 31, 2021",2021,July,Saturday,"Austin Police Department, TX",Texas,0
Border Patrol Agent,Edgardo Acosta-Feliciano,COVID19,"Saturday, July 31, 2021",2021,July,Saturday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Deputy Sheriff,Shaun Christopher Waters,COVID19,"Sunday, August 1, 2021",2021,August,Sunday,"Harris County Sheriff's Office, TX",Texas,0
Corrections Officer,Maurice Jarrod Reese Jackson,COVID19,"Tuesday, August 3, 2021",2021,August,Tuesday,"Robertsdale Police Department, AL",Alabama,0
Sheriff,Lee D. Vance,COVID19,"Tuesday, August 3, 2021",2021,August,Tuesday,"Hinds County Sheriff's Office, MS",Mississippi,0
Police Officer,Scott Russell Dawley,Automobile crash,"Tuesday, August 3, 2021",2021,August,Tuesday,"Nelsonville Police Department, OH",Ohio,0
Police Officer,George Gonzalez,Stabbed,"Tuesday, August 3, 2021",2021,August,Tuesday,"United States Department of Defense - Pentagon Force Protection Agency, US",United States,0
Police Officer,"Brian Russell Pierce, Jr.",Vehicular assault,"Wednesday, August 4, 2021",2021,August,Wednesday,"Brooklyn Police Department, IL",Illinois,0
Deputy Sheriff,James Morgan,COVID19,"Thursday, August 5, 2021",2021,August,Thursday,"Baxter County Sheriff's Office, AR",Arkansas,0
Deputy First Class,Craig Seijos,COVID19,"Thursday, August 5, 2021",2021,August,Thursday,"Orange County Sheriff's Office, FL",Florida,0
Police Officer,Bryan Christopher Hawkins,COVID19,"Thursday, August 5, 2021",2021,August,Thursday,"Lake City Police Department, GA",Georgia,0
Deputy Sheriff,Brandon Alexander Shirley,Gunfire,"Thursday, August 5, 2021",2021,August,Thursday,"Jefferson County Sheriff's Office, KY",Kentucky,0
Police Officer,Vladimir Nikolaev Maleev,COVID19,"Friday, August 6, 2021",2021,August,Friday,"Philadelphia Police Department, PA",Pennsylvania,0
Police Officer,Mathew Aaron Hefter,COVID19,"Saturday, August 7, 2021",2021,August,Saturday,"Phoenix Police Department, AZ",Arizona,0
Sergeant,Clayton Sanders,COVID19,"Saturday, August 7, 2021",2021,August,Saturday,"Georgia Department of Corrections, GA",Georgia,0
Police Officer,Ella Grace French,Gunfire,"Saturday, August 7, 2021",2021,August,Saturday,"Chicago Police Department, IL",Illinois,0
Officer,Jeremiah Wayne Hart,COVID19,"Sunday, August 8, 2021",2021,August,Sunday,"California Highway Patrol, CA",California,0
Detention Officer,Alicia Dawn Carter,COVID19,"Monday, August 9, 2021",2021,August,Monday,"Maricopa County Sheriff's Office, AZ",Arizona,0
Section Chief,"Ronald Mason Hunter, Jr.",COVID19,"Monday, August 9, 2021",2021,August,Monday,"United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US",United States,0
Police Officer,William Ray Schwartz,Stabbed,"Tuesday, August 10, 2021",2021,August,Tuesday,"Tracy Police Department, CA",California,0
Lieutenant,Lonny Hempstead,COVID19,"Tuesday, August 10, 2021",2021,August,Tuesday,"Lafayette County Sheriff's Office, FL",Florida,0
Lieutenant,"Dennis Dale Sylvester, Jr.",COVID19,"Wednesday, August 11, 2021",2021,August,Wednesday,"Port Wentworth Police Department, GA",Georgia,0
Reserve Sergeant,"John Richard Bullard, Jr.",COVID19,"Wednesday, August 11, 2021",2021,August,Wednesday,"Independence Police Department, MO",Missouri,0
Correctional Deputy,Michael Andrew Nowak,COVID19,"Thursday, August 12, 2021",2021,August,Thursday,"Leon County Sheriff's Office, FL",Florida,0
Captain,Ramsey O'Dell Mannon,COVID19,"Thursday, August 12, 2021",2021,August,Thursday,"Effingham County Sheriff's Office, GA",Georgia,0
Correctional Officer,Dennis Keith Bennett,COVID19,"Thursday, August 12, 2021",2021,August,Thursday,"Missouri Department of Corrections, MO",Missouri,0
Narcotics Agent,"Robert Daye Daffin, Jr.",COVID19,"Thursday, August 12, 2021",2021,August,Thursday,"George County Sheriff's Office, MS",Mississippi,0
Special Agent,Gregory Cleveland Holland,COVID19,"Friday, August 13, 2021",2021,August,Friday,"United States Department of Veterans Affairs Police Services, US",United States,0
Police Officer,Juan Manuel Gomez-Lopez,COVID19,"Saturday, August 14, 2021",2021,August,Saturday,"Pelham Police Department, AL",Alabama,0
Police Officer,Jennifer B. Sepot,COVID19,"Saturday, August 14, 2021",2021,August,Saturday,"Fort Lauderdale Police Department, FL",Florida,0
Trooper,Lazaro Roberto Febles,COVID19,"Saturday, August 14, 2021",2021,August,Saturday,"Florida Highway Patrol, FL",Florida,0
Detective,Shantay Neal-Baker,COVID19,"Saturday, August 14, 2021",2021,August,Saturday,"New York City Police Department, NY",New York,0
Sergeant,Ryan Joseph Proxmire,Gunfire,"Sunday, August 15, 2021",2021,August,Sunday,"Kalamazoo County Sheriff's Office, MI",Michigan,0
Officer,Robert Craig Cloninger,Heart attack,"Sunday, August 15, 2021",2021,August,Sunday,"Mount Gilead Police Department, NC",North Carolina,0
Sergeant,Steven William Mazzotta,COVID19,"Monday, August 16, 2021",2021,August,Monday,"Lee County Sheriff's Office, FL",Florida,0
Detective,Raymond Orion Williamson,COVID19,"Monday, August 16, 2021",2021,August,Monday,"Pasco County Sheriff's Office, FL",Florida,0
Police Officer,Robert Alan Williams,COVID19,"Monday, August 16, 2021",2021,August,Monday,"West Palm Beach Police Department, FL",Florida,0
Corrections Officer,Michael Preston Taylor,COVID19,"Monday, August 16, 2021",2021,August,Monday,"Sumter County Sheriff's Office, FL",Florida,0
Deputy Sheriff,Dennis Wayne Dixon,COVID19,"Monday, August 16, 2021",2021,August,Monday,"Catawba County Sheriff's Office, NC",North Carolina,0
Forensic Specialist II,Hans Molina-Terrazas,COVID19,"Monday, August 16, 2021",2021,August,Monday,"Nevada Department of Health and Human Services - Division of Public and Behavioral Health - Stein Forensic Facility, NV",Nevada,0
Border Patrol Agent,Ricardo Zarate,COVID19,"Monday, August 16, 2021",2021,August,Monday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Police Officer,Jason Robert Raynor,Gunfire,"Tuesday, August 17, 2021",2021,August,Tuesday,"Daytona Beach Police Department, FL",Florida,0
Officer,Yokemia Letriz Conyers,COVID19,"Wednesday, August 18, 2021",2021,August,Wednesday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Sergeant,Joe Martin Olivares,COVID19,"Wednesday, August 18, 2021",2021,August,Wednesday,"Texas Department of Criminal Justice - Correctional Institutions Division, TX",Texas,0
Police Officer,Edward Perez,COVID19,"Thursday, August 19, 2021",2021,August,Thursday,"Miami Beach Police Department, FL",Florida,0
Deputy Sheriff,Eric Otis Ritter,COVID19,"Thursday, August 19, 2021",2021,August,Thursday,"Moore County Sheriff's Office, NC",North Carolina,0
Sergeant,"John Arthur Harris, II",COVID19,"Thursday, August 19, 2021",2021,August,Thursday,"Tulsa County Sheriff's Office, OK",Oklahoma,0
Sergeant,Kuo-sheng Johnny Wang,COVID19,"Thursday, August 19, 2021",2021,August,Thursday,"South Houston Police Department, TX",Texas,0
