,Movie,Year,Genre,RunTime,Rating,Director,Actor,Description,IMDB_Score,Metascore,Votes,USA_Gross,Category
864, Justice League,(2001–2004),"Animation,Action,Adventure",30 min,TV-PG,ButchLukic,"MariaCanals-Barrera,SusanEisenberg,GeorgeNewbern,ScottRummell",Fate and Aquaman wanted to sacrifice Grundy to prevent the return of a mystic being. The being has arrived; Aquaman leaves to protect Atlantis. Hawkgirl finds out the being had visited her homeworld long ago.,8.1,,455,,DC
865, Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",23 min,TV-PG,DanRiba,"CarlLumbly,MichaelRosenbaum,IoanGruffudd,FarrahForke","Mister Miracle and Big Barda solicit Justice League assistance to free Oberon from Apokolips. J'onn refuses, but Flash decides to help out on his own.",7.5,,419,,DC
866, Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",23 min,TV-Y7-FV,DanRiba,"KevinConroy,SusanEisenberg,JenniferHale,RachelYork","When Circe changes Wonder Woman into a pig, Batman and Zatanna must find her and change her back.",7.8,,571,,DC
867, Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",23 min,TV-Y7-FV,DanRiba,"SusanEisenberg,CarlLumbly,KinShriner,ScottPatterson",Wonder Woman finds herself fighting a team from the Secret Society determined to steal the frozen body of the Viking Prince.,7.4,,402,,DC
868, Justice League,(2001–2004),"Animation,Action,Adventure",23 min,TV-PG,DanRiba,"KevinConroy,MariaCanals-Barrera,SusanEisenberg,CarlLumbly",Darkseid convinces the League to help him fight Brainiac from destroying his planet of Apokolips.,8.1,,511,,DC
869, Justice League,(2001–2004),"Animation,Action,Adventure",24 min,TV-PG,ButchLukic,"KevinConroy,MariaCanals-Barrera,SusanEisenberg,CarlLumbly","Trapped in Brainiac's headquarters, a temperamental Superman discovers that the metal monstrosity has made a deal with Darkseid, whose own son Orion engages him in battle.",8.4,,499,,DC
870, Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",24 min,TV-Y7-FV,JoaquimDosSantos,"KevinConroy,SusanEisenberg,GeorgeNewbern,ScottRummell",A team of too-good-to-be-true superheroes find out the truth about their origins and go on the rampage.,7.8,,466,,DC
871, Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",24 min,TV-Y7-FV,JoaquimDosSantos,"MariaCanals-Barrera,PhilLaMarr,GeorgeNewbern,ScottRummell","A trio of high school kids accidentally resurrect Solomon Grundy, reviving him more powerful than ever but with no memories of his past. Dr. Fate, Amazo, Aquaman, and Shayera assist League regulars stopping his rampage.",8.2,,468,,DC
872, Justice League,(2001–2004),"Animation,Action,Adventure",22 min,TV-PG,ButchLukic,"MariaCanals-Barrera,PhilLaMarr,CarlLumbly,GeorgeNewbern","While handling an asteroid in space, Superman and J'onn J'onzz are captured and banished to Warworld, a planet where combatants are forced to duel to the death.",7.3,,537,,DC
873, Justice League,(2001–2004),"Animation,Action,Adventure",22 min,TV-PG,ButchLukic,"MariaCanals-Barrera,PhilLaMarr,CarlLumbly,GeorgeNewbern","Fight promoter and new contestant Mongul instructs Superman to throw the fight against him, or he'll destroy the enslaved Draaga's home planet.",7.4,,529,,DC
874, Justice League,(2001–2004),"Animation,Action,Adventure",30 min,TV-PG,ButchLukic,"KevinConroy,MariaCanals-Barrera,PhilLaMarr,GeorgeNewbern",The Joker creates havoc in Las Vegas with his Royal Flush Gang.,8.7,,536,,DC
875, Justice League,(2001–2004),"Animation,Action,Adventure",30 min,TV-PG,DanRiba,"KevinConroy,MariaCanals-Barrera,PhilLaMarr,GeorgeNewbern",The Joker's real plan becomes apparent when he unleashes Ace upon the Justice League.,8.9,,528,,DC
876, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,JamesMarshall,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","Lana sees the impossible: a friend named Emily Eve Dinsmore, who died six years earlier in a fatal accident at age 10, and still appears that age. Clark Kent believes Lana and searches for ...                See full summary »",8.1,,916,,DC
877, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,StevenS.DeKnight,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","In the middle of the night on the road, a young pregnant woman is going into labor while the father of her child drives, when she suddenly glows and implodes, while the guy stops the car ...                See full summary »",7.6,,896,,DC
878, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,BradfordMay,"TomWelling,KristinKreuk,MichaelRosenbaum,EricaDurance","Clark meets Arthur ""AC"" Curry, a young man with extraordinary powers underwater. AC is in Smallville hoping to sabotage a Luthorcorp experiment that is threatening sea life. While in Smallville, AC forms an attraction to Lois.",8.6,,962,,DC
879, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","Lex is committed to the Belle Reve Sanitarium for the criminally insane by Lionel who forces the shrink, Dr. Claire Foster, to submit Lex to an experimental electroshock therapy technique ...                See full summary »",8.7,,931,,DC
880, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,JeannotSzwarc,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","Kevin Grady commits thefts and uses his superpower to delete the incident from witnesses' minds. When he does so with Clark who stopped him after robbing The Talon, much more memory gets ...                See full summary »",8.7,,925,,DC
881, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,TerrenceO'Hara,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","Lex gets wrapped up in a sex/murder scandal. Clark gets Lionel's help to get Lex out of trouble. Lana meets Jason's mother, whom she has seen before in a dream, which was set in the 1600s.",7.8,,847,,DC
882, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,TerrenceO'Hara,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","As Clark and Lana get more romantically close to each other, the comatose Dr. Fredrick Walden recovers and repeats the sentence ""the day is coming, and he will rule the world"" many times. ...                See full summary »",8.6,,905,,DC
883, Smallville,(2001–2011),"Adventure,Drama,Romance",53 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","When Lana (possessed by Isobel) kills Genevieve Teague by stabbing her with one of the Kryptonian Knowledge Crystals after she attempts to steal it, it triggers a cosmic event that not only...                See full summary »",9.3,,"1,123",,DC
884, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,JamesA.Contner,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","Obnoxious athlete Sean Kelvin drowns in an icy, kryptonite-infested lake, and is resurrected with an intense need for body heat. He freezes his old girlfriend to death and sets his sights on Chloe.",7.6,,"1,187",,DC
885, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","At the Kent farm, Clark Kent is surprised in the middle of the night by a naked young woman claiming that she is Kara from Krypton, and asking him to go with her somewhere through the ...                See full summary »",9.1,,"1,062",,DC
886, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,PhilipSgriccia,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","Overweight Jodi submits to a diet of meteor-infested vegetables from her father's greenhouse. They magically make her thin, but she has an intense craving for body fat. Anyone in her vicinity is in danger, including her date, Pete.",7.4,,"1,205",,DC
887, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,KennethBiller,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","While working as a volunteer with Pete at Smallville Youth Center, Clark receives a distress phone call from Lana, who is shot by Adam. His further investigation shows that the call was ...                See full summary »",8.3,,857,,DC
888, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","Three months later. Lois Lane, the second cousin of Chloe Sullivan, arrives in Smallville trying to find the missing Clark Kent to help her to find Chloe's murderer. After being struck by a...                See full summary »",9.1,,"1,116",,DC
889, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,JamesMarshall,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","After Justin Gaines romances Chloe, she learns that he has telekinesis ability. Clark angers Chloe by speculating that Justin is responsible for some mysterious accidents, to get revenge for his own hit-and-run injuries.",8.1,,"1,024",,DC
890, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,GlenWinter,"TomWelling,KristinKreuk,MichaelRosenbaum,EricaDurance","After being released from a prison in a laboratory of Luthorcorp's Cyntechnics by sympathetic scientist Dr. Hong, former Metropolis High football player Victor Stone is chased by armed ...                See full summary »",8.2,,846,,DC
891, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,PatWilliams,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","After leaving an article full of denunciations about the ""Summerholt Neurological Institute"" with her former colleague of the Daily Planet, Max Taylor, Chloe is chased by Clark Kent who ...                See full summary »",8.1,,875,,DC
892, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,DavidCarson,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles",The Smallville High cheerleaders are using a kryptonite mixed love potion to seriously change the behavior of their victims.,8.1,,893,,DC
893, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,CraigZisk,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","Ian Randall is a mentally unbalanced, overachieving student desperate to succeed who gets a 'C' from his stern shop teacher John Frankle. Ian freaks out, duplicates himself and kills Mr. ...                See full summary »",7.8,,917,,DC
894, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,MichaelKatleman,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","Along the dispute of an election of the president in Smallville High School, candidate Paul Chan is severely injured by a swarm of bees. Pete decides to promote Clark Kent as the ...                See full summary »",7.4,,"1,007",,DC
895, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,SteveMiner,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","When Dr. Steven Hamilton, physically sick from repeated exposure to meteor rock radiation, causing constant Parkinson-like twitches, becomes a liability to Lex Luthor, he terminates their ...                See full summary »",8.3,,970,,DC
896, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","Metropolis, three months later. Clark Kent (under the influence of the red kryptonite ring) has becomes a criminal, heisting banks, going to night-clubs, and living under the alias 'Kal'. ...                See full summary »",8.9,,"1,089",,DC
897, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","As Clark has finally begun dating Lana, Helen Bryce cancels her wedding to Lex after being told to by Lionel. But later, Helen realizes that she loves Lex and they finally get married. ...                See full summary »",9.1,,"1,070",,DC
898, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,JeannotSzwarc,"TomWelling,KristinKreuk,MichaelRosenbaum,EricaDurance","While working in the night shift at the Daily Planet, Chloe receives a distressed phone call from a woman claiming that she is in danger. Chloe and Lois schedule a meeting with the woman, ...                See full summary »",8.0,,878,,DC
899, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,MichaelKatleman,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","When Lana is attacked by her obsessed school pal Jake Pollan in the deserted swimming pool of Smallville High School, he is mortally shot by an unknown shooter. Meanwhile, Lex Luthor joins ...                See full summary »",8.2,,865,,DC
900, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,PatWilliams,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","Without the approval of his father, Clark kicks off senior year by trying out for the Smallville High Football Team, who are now coached by Lana's new boyfriend, Jason Teague. Former ...                See full summary »",8.0,,881,,DC
901, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,MikeRohl,"TomWelling,KristinKreuk,MichaelRosenbaum,EricaDurance","While running for campaign to the senate, Jonathan hires Lois as his advisor. Meanwhile, his opponent Lex is visited by a group of fans leaded by the fanatic Samantha Drake, and the ...                See full summary »",7.7,,824,,DC
902, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,WilliamGereghty,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","While hiding the spaceship key in the farm's storm cellar, Martha Kent breathes some unknown meteor-rock spores and immediately gets ill. She is sent to Smallville Medical Center under the ...                See full summary »",8.2,,904,,DC
903, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,JamesMarshall,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","On the last day of Smallville High before graduation, the emotionally disturbed and frustrated photographer of the Torch, Brendan Nash, feels rejected by the Universities and decides to ...                See full summary »",7.8,,852,,DC
904, Smallville,(2001–2011),"Adventure,Drama,Romance",41 min,TV-PG,JamesMarshall,"TomWelling,KristinKreuk,MichaelRosenbaum,JensenAckles","The mystery surrounding Chloe's death deepens as Clark and Lois investigate, discovering that Lex Luthor and Lois' abrasive and militarist father, U.S. Army General Sam Lane, are somehow ...                See full summary »",8.6,,885,,DC
905, Smallville,(2001–2011),"Adventure,Drama,Romance",43 min,TV-PG,JamesMarshall,"TomWelling,KristinKreuk,MichaelRosenbaum,SamJonesIII","When the ""hot"" new Biology teacher Desiree Atkins (Krista Allen) arrives in Smallville, Clark Kent gets excited in her presence and his hormonal surge sets off a new ability: heat vision. ...                See full summary »",8.6,,"1,066",,DC
906, Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,TV-PG,WhitneyRansick,"TomWelling,KristinKreuk,MichaelRosenbaum,EricaDurance","Gabriel Duncan is a deranged teenager who breaks in the control room of a nuclear silo in Smallville, kills the two security guards, and starts the launch sequence to send one missile to ...                See full summary »",8.6,,923,,DC
907, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,GregBeeman,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","When Coach Walt's football legacy is threatened by a cheating scandal, the coach entices Clark onto the team. Kryptonite in the coach's sauna infects him with the ability to generate fire, and his enemies start getting burned.",7.5,,"1,279",,DC
908, Smallville,(2001–2011),"Adventure,Drama,Romance",44 min,TV-PG,ChrisLong,"TomWelling,KristinKreuk,MichaelRosenbaum,EricJohnson","Lana befriends Harry, an elderly murderer living incognito in a nursing home. He falls into a kryptonite pond and regains his youth. Harry starts killing descendants of the jurors who convicted him, one of whom was Jonathan Kent's father.",8.2,,"1,190",,DC
