Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Ryan Suarez,LA ,D,26,25,2154,0,0,4,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,51,31,0,8,0,75.0,2004,reg
Tenywa Bonseu,MET,D,14,13,1163,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,6,0,4,0,25.0,2004,reg
Avery John,NE ,D,21,19,1806,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,20,23,0,7,0,50.0,2004,reg
Pablo Mastroeni,COL,M,17,17,1467,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,25,15,1,6,0,50.0,2004,reg
Alexandre Boucicaut,CHI,M,5,1,162,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,1,0,0,25.0,2004,reg
Jamil Walker,SJ ,M-F,10,2,236,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,2,2,0,0,0.0,2004,reg
Alan Gordon,LA ,F,3,2,142,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,50.0,2004,reg
Brian Maisonneuve,CLB,M,9,5,427,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,19,8,0,4,0,33.33,2004,reg
Philip Salyer,DAL,D,17,16,1407,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,8,0,3,0,16.67,2004,reg
Ezra Hendrickson,DC ,D,12,8,785,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,7,1,2,0,50.0,2004,reg
Todd Dunivant,SJ ,D,16,13,1210,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,11,0,1,0,42.86,2004,reg
Ramon Nunez,DAL,M,8,0,103,0,0,7,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,4,0,0,0,0.0,2004,reg
David Stokes,DC ,D,11,3,408,0,0,7,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,7,0,1,0,14.29,2004,reg
Gary Sullivan,COL,D,16,4,335,0,0,8,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,0,1,0,37.5,2004,reg
Daryl Powell,COL,M,13,12,1013,0,0,8,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,31,12,1,4,1,12.5,2004,reg
Milton Reyes,DAL,D-M,12,9,827,0,0,9,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,18,29,1,4,0,11.11,2004,reg
Eddie Pope,MET,D,22,22,1928,0,0,10,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,13,0,1,0,50.0,2004,reg
Pablo Brenes,MET,M-D,14,5,705,0,0,13,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,23,5,1,0,30.77,2004,reg
Diego Walsh,KC ,M,15,11,687,0,0,16,7,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,8,0,0,0,43.75,2004,reg
Alex Zotinca,KC ,D,25,20,1779,0,0,17,9,0,0/0,0,0,0.0,0.0,0,0,0,0.0,24,23,3,6,1,52.94,2004,reg
Taylor Twellman,NE ,F,25,25,2226,17,7,82,51,6,0/0,10,7,0.69,20.7,2,4,3,0.28,32,32,33,1,0,62.2,2005,reg
Jaime Moreno,DC ,F,29,28,2445,16,7,77,46,1,9/9,13,3,0.59,20.8,1,4,3,0.26,43,56,16,2,2,59.74,2005,reg
Landon Donovan,LA ,M-F,22,20,1886,12,10,49,32,7,4/4,8,4,0.57,24.5,2,6,4,0.48,19,36,12,3,0,65.31,2005,reg
Jeff Cunningham,COL,F,26,17,1667,12,3,55,31,5,2/3,6,6,0.65,21.8,1,1,2,0.16,18,52,26,4,0,56.36,2005,reg
Amado Guevara,MET,M,26,26,2284,11,11,67,31,3,4/5,6,5,0.43,16.4,0,5,6,0.43,43,51,7,9,1,46.27,2005,reg
Christian Gomez,DC ,M,31,30,2419,11,9,64,37,3,0/0,8,3,0.41,17.2,3,5,4,0.33,22,41,7,6,0,57.81,2005,reg
Hérculez Gómez,LA ,F,22,16,1506,11,2,54,25,2,0/0,8,3,0.66,20.4,0,1,1,0.12,29,53,19,5,0,46.3,2005,reg
Carlos Ruiz,DAL,F,19,18,1549,11,2,63,30,3,3/3,6,5,0.64,17.5,0,2,0,0.12,38,47,36,2,0,47.62,2005,reg
Josh Wolff,KC ,F,22,22,1910,10,10,51,29,1,1/2,4,6,0.47,19.6,4,1,9,0.47,27,40,20,0,0,56.86,2005,reg
Clint Dempsey,NE ,M-F,26,26,2319,10,9,60,27,5,0/0,4,6,0.39,16.7,2,4,5,0.35,46,71,4,7,0,45.0,2005,reg
Youri Djorkaeff,MET,F-M,24,24,1986,10,7,76,33,5,2/2,5,5,0.45,13.2,0,6,1,0.32,44,42,19,3,0,43.42,2005,reg
Dwayne De Rosario,SJ ,M,28,26,2375,9,13,70,34,5,1/1,7,2,0.34,12.9,5,6,7,0.49,36,58,9,4,0,48.57,2005,reg
Jason Kreis,RSL,M,24,24,2160,9,4,65,31,2,3/3,6,3,0.38,13.8,0,2,2,0.17,33,35,23,6,0,47.69,2005,reg
Scott Sealy,KC ,F,28,20,1668,9,2,31,20,3,0/0,5,4,0.49,29.0,0,0,2,0.11,18,37,16,0,0,64.52,2005,reg
Edson Buddle,CLB,F,23,21,1762,9,2,70,24,3,0/0,4,5,0.46,12.9,0,0,2,0.1,28,30,18,0,0,34.29,2005,reg
Pat Noonan,NE ,F,21,21,1843,8,7,57,29,1,0/0,3,5,0.39,14.0,2,4,3,0.34,20,36,19,4,0,50.88,2005,reg
Chris Rolfe,CHI,F,29,21,1941,8,5,61,32,2,0/0,2,6,0.37,13.1,0,3,2,0.23,20,36,11,1,0,52.46,2005,reg
Eddie Gaven,MET,M,28,26,2257,8,4,34,19,2,0/0,2,6,0.32,23.5,2,0,4,0.16,31,67,11,0,0,55.88,2005,reg
Alejandro Moreno,SJ ,F,31,24,2167,8,4,42,20,3,0/0,2,6,0.33,19.0,1,2,2,0.17,39,102,23,3,0,47.62,2005,reg
Chris Klein,KC ,M,31,31,2765,7,9,84,34,2,0/0,2,5,0.23,8.3,2,5,4,0.29,26,19,18,0,0,40.48,2005,reg
Mark Chung,COL,M,30,28,2487,7,7,39,20,4,0/0,3,4,0.25,17.9,2,3,4,0.25,42,48,2,2,0,51.28,2005,reg
Peguero Jean Philippe,COL,F,26,20,1839,7,6,48,20,1,1/1,3,4,0.34,14.6,4,5,1,0.29,52,45,27,6,1,41.67,2005,reg
Ante Razov,CLB,F,25,21,1935,7,6,62,22,0,0/0,6,1,0.33,11.3,1,4,2,0.28,23,25,30,2,1,35.48,2005,reg
Brian Ching,SJ ,F,16,11,990,7,5,25,17,1,0/0,5,2,0.64,28.0,3,2,3,0.45,37,36,9,3,0,68.0,2005,reg
Roberto Mina,DAL,F,21,15,1269,7,4,35,13,3,0/0,6,1,0.5,20.0,1,1,3,0.28,47,23,12,2,0,37.14,2005,reg
Sasha Victorine,KC ,M,30,30,2658,7,4,35,15,1,0/0,2,5,0.24,20.0,2,3,1,0.14,30,29,1,0,0,42.86,2005,reg
Nate Jaqua,CHI,F,18,15,1361,7,3,45,24,2,0/0,5,2,0.46,15.6,2,2,1,0.2,35,30,10,4,0,53.33,2005,reg
Sergio Galvan Rey,MET,F,27,16,1596,7,0,44,23,1,0/0,4,3,0.39,15.9,0,0,0,0.0,13,14,28,2,0,52.27,2005,reg
Ronnie O'Brien,DAL,M,28,28,2512,6,12,83,37,2,0/0,1,5,0.21,7.2,1,7,5,0.43,58,47,3,8,0,44.58,2005,reg
Ronald Cerritos,SJ ,F,30,28,2308,6,9,50,29,3,1/1,2,4,0.23,12.0,3,7,2,0.35,21,37,41,0,0,58.0,2005,reg
Thiago,CHI,M,27,25,2220,6,7,45,20,3,0/0,5,1,0.24,13.3,1,5,2,0.28,42,45,1,3,0,44.44,2005,reg
Shalrie Joseph,NE ,M,31,31,2788,6,5,32,18,1,2/2,2,4,0.19,18.8,2,1,4,0.16,65,51,0,8,0,56.25,2005,reg
Mike Magee,MET,M,29,21,1830,5,5,27,13,0,0/0,4,1,0.25,18.5,0,2,3,0.25,36,36,9,2,0,48.15,2005,reg
Santino Quaranta,DC ,M-F,18,13,1185,5,5,30,17,3,0/0,3,2,0.38,16.7,0,4,1,0.38,24,34,13,2,0,56.67,2005,reg
Jovan Kirovski,COL,M-F,31,28,2334,5,5,62,25,1,2/2,3,2,0.19,8.1,1,2,3,0.19,32,43,19,4,0,40.32,2005,reg
John Wolyniec,CLB,F,25,13,1411,5,4,27,13,0,0/0,2,3,0.32,18.5,0,2,2,0.26,25,23,16,0,0,48.15,2005,reg
Peter Vagenas,LA ,M,29,28,2477,5,4,29,12,2,0/0,3,2,0.18,17.2,1,2,2,0.15,34,42,4,3,0,41.38,2005,reg
Alain Nkong,COL,M,28,20,1731,5,4,48,18,1,0/0,4,1,0.26,10.4,0,2,2,0.21,46,46,0,9,0,37.5,2005,reg
Davy Arnaud,KC ,M,31,28,2525,5,4,64,25,1,0/0,3,2,0.18,7.8,1,0,4,0.14,53,85,30,6,0,39.06,2005,reg
Andy Williams,RSL,M,26,26,2102,5,3,46,18,1,1/1,4,1,0.21,10.9,0,2,1,0.13,41,79,8,5,1,39.13,2005,reg
Ramon Nunez,DAL,M,21,12,1139,5,3,49,22,1,1/1,4,1,0.4,10.2,1,2,1,0.24,9,21,1,1,0,44.9,2005,reg
Jesse Marsch,CHI,M,28,22,1945,5,2,25,15,0,3/5,4,1,0.23,20.0,2,1,1,0.09,39,17,0,4,0,60.0,2005,reg
Eddie Johnson,DAL,F,15,13,1180,5,2,30,12,1,0/0,2,3,0.38,16.7,1,2,0,0.15,19,25,11,1,0,40.0,2005,reg
Freddy Adu,DC ,F,25,16,1486,4,6,37,16,3,0/0,2,2,0.24,10.8,2,5,1,0.36,22,56,4,4,0,43.24,2005,reg
Joshua Gros,DC ,M-D,30,29,2563,4,4,29,12,2,0/0,2,2,0.14,13.8,1,2,2,0.14,51,24,3,6,1,41.38,2005,reg
Hector Cuadros,CHV,M,26,18,1691,4,4,30,9,2,3/3,3,1,0.21,13.3,0,2,2,0.21,26,52,6,6,0,30.0,2005,reg
Dema Kovalenko,DC ,M,26,23,2056,4,4,41,13,0,0/0,3,1,0.18,9.8,1,4,0,0.18,32,44,18,3,1,31.71,2005,reg
Cornell Glen,CLB,F,22,13,1238,4,4,52,20,3,1/1,2,2,0.29,7.7,1,2,2,0.29,24,35,18,5,1,38.46,2005,reg
Dedi Ben Dayan,COL,M-D,8,3,358,4,2,12,8,0,0/0,3,1,1.01,33.3,2,2,0,0.5,3,9,6,0,0,66.67,2005,reg
Knox Cameron,CLB,F,20,9,803,4,1,15,7,1,0/0,4,0,0.45,26.7,1,1,0,0.11,16,7,6,0,0,46.67,2005,reg
Abe Thompson,DAL,F,18,6,671,4,0,19,10,1,0/0,2,2,0.54,21.1,0,0,0,0.0,10,8,10,0,0,52.63,2005,reg
Jack Jewsbury,KC ,M,29,6,993,4,0,26,14,1,0/0,3,1,0.36,15.4,0,0,0,0.0,16,15,4,1,0,53.85,2005,reg
Chris Henderson,CLB,M,29,29,2428,3,8,33,11,1,1/2,1,2,0.11,9.1,2,3,5,0.3,32,29,18,2,0,33.33,2005,reg
Justin Mapp,CHI,M,29,28,2356,3,8,48,19,2,0/0,1,2,0.11,6.3,2,6,2,0.31,28,62,16,3,0,39.58,2005,reg
Brian Mullan,SJ ,D,25,23,1996,3,6,22,11,0,0/0,0,3,0.14,13.6,3,3,3,0.27,42,79,3,4,0,50.0,2005,reg
Cobi Jones,LA ,M,31,27,2393,3,6,28,15,0,0/0,3,0,0.11,10.7,5,5,1,0.23,16,35,14,3,0,53.57,2005,reg
Clint Mathis,RSL,M,27,27,2123,3,4,45,17,0,0/0,1,2,0.13,6.7,3,4,0,0.17,26,28,8,7,1,37.78,2005,reg
Gonzalo Segares,CHI,D,21,21,1864,3,2,10,5,2,0/0,1,2,0.14,30.0,0,2,0,0.1,43,31,0,5,0,50.0,2005,reg
Lubos Reiter,CHI,F,14,9,771,3,2,22,16,0,0/1,3,0,0.35,13.6,1,2,0,0.23,18,16,10,1,0,72.73,2005,reg
Khano Smith,NE ,M,23,8,925,3,2,27,8,1,0/0,2,1,0.29,11.1,0,0,2,0.19,24,12,14,4,0,29.63,2005,reg
Ricardo Clark,SJ ,M,30,28,2491,3,2,31,6,0,0/0,2,1,0.11,9.7,1,0,2,0.07,58,42,1,6,0,19.35,2005,reg
Jordan Cila,RSL,F-M,12,8,645,3,1,6,4,0,0/0,2,1,0.42,50.0,0,1,0,0.14,10,9,4,1,0,66.67,2005,reg
Bobby Boswell,DC ,D,27,26,2343,3,1,12,6,2,0/0,2,1,0.12,25.0,1,1,0,0.04,32,12,0,6,0,50.0,2005,reg
Aaron Pitchkolan,DAL,D,20,15,1442,3,1,16,7,0,0/0,0,3,0.19,18.8,0,0,1,0.06,29,22,4,3,0,43.75,2005,reg
Juan Francisco Palencia,CHV,F,9,9,810,3,1,28,15,1,0/0,0,3,0.33,10.7,0,1,0,0.11,18,21,8,4,0,53.57,2005,reg
Ezra Hendrickson,CHV,D,31,31,2745,3,1,30,10,0,0/0,1,2,0.1,10.0,0,0,1,0.03,44,16,5,4,0,33.33,2005,reg
Isaac Romo,CHV,F,25,11,1187,3,1,33,15,0,0/0,2,1,0.23,9.1,0,0,1,0.08,21,17,10,4,0,45.45,2005,reg
Thiago Martins,CHV,F,22,21,1779,3,1,46,16,0,1/1,2,1,0.15,6.5,0,0,1,0.05,36,50,9,5,0,34.78,2005,reg
Frankie Hejduk,CLB,D,18,15,1396,3,0,16,7,1,0/0,2,1,0.19,18.8,0,0,0,0.0,26,22,2,5,0,43.75,2005,reg
Brad Davis,SJ ,M,18,16,1408,2,8,23,11,1,0/0,2,0,0.13,8.7,3,6,2,0.51,31,37,5,4,0,47.83,2005,reg
Bobby Rhine,DAL,M,28,27,2438,2,8,25,9,1,0/0,1,1,0.07,8.0,1,5,3,0.3,32,22,1,4,0,36.0,2005,reg
Jamil Walker,DC ,M-F,22,6,729,2,7,21,11,0,0/0,2,0,0.25,9.5,2,4,3,0.86,14,14,10,0,0,52.38,2005,reg
Ramon Ramirez,CHV,M,31,31,2573,2,6,25,8,0,0/0,2,0,0.07,8.0,0,2,4,0.21,36,57,1,7,0,32.0,2005,reg
Ivan Guerrero,CHI,M,26,26,2314,2,5,15,3,2,1/1,2,0,0.08,13.3,0,3,2,0.19,16,52,3,1,0,20.0,2005,reg
Andy Dorman,NE ,M,30,19,1954,2,5,21,9,0,0/0,1,1,0.09,9.5,3,2,3,0.23,22,23,1,4,0,42.86,2005,reg
Jose Cancela,NE ,M,25,22,1642,2,5,23,11,0,0/0,1,1,0.11,8.7,3,3,2,0.27,7,59,0,0,0,47.83,2005,reg
Ben Olsen,DC ,M,23,22,1874,2,4,23,12,1,0/0,0,2,0.1,8.7,1,3,1,0.19,58,51,6,7,0,52.17,2005,reg
Arturo Alvarez,DAL,M,24,15,1282,2,4,31,14,0,0/0,1,1,0.14,6.5,1,3,1,0.28,33,13,6,2,0,45.16,2005,reg
Jose Burciaga Jr.,KC ,D,31,31,2667,2,4,36,10,0,0/0,1,1,0.07,5.6,1,1,3,0.13,26,45,1,9,0,27.78,2005,reg
Abbe Ibrahim,MET,F,16,6,575,2,3,15,8,0,0/0,0,2,0.31,13.3,1,1,2,0.47,19,12,7,3,1,53.33,2005,reg
Antonio Martinez,CHV,F-M,25,16,1601,2,3,24,11,0,0/0,1,1,0.11,8.3,1,2,1,0.17,21,34,11,5,0,45.83,2005,reg
Richard Mulrooney,DAL,M,7,7,574,2,2,7,2,1,0/0,2,0,0.31,28.6,0,1,1,0.31,8,12,1,1,0,28.57,2005,reg
Jimmy Conrad,KC ,D,25,25,2241,2,2,11,5,1,0/0,2,0,0.08,18.2,0,1,1,0.08,28,27,0,4,0,45.45,2005,reg
Preki,KC ,M,16,4,475,2,2,13,5,0,0/0,0,2,0.38,15.4,1,2,0,0.38,2,7,1,1,0,38.46,2005,reg
Kelly Gray,CHI,D-M,26,25,2281,2,2,16,4,0,0/0,1,1,0.08,12.5,1,1,1,0.08,18,9,2,3,0,25.0,2005,reg
Arturo Torres,CHV,F,23,15,1366,2,2,16,5,0,0/0,1,1,0.13,12.5,0,0,2,0.13,27,16,8,3,0,31.25,2005,reg
Chris Armas,CHI,M,22,22,1879,2,2,17,5,1,0/0,1,1,0.1,11.8,0,1,1,0.1,29,19,1,0,0,29.41,2005,reg
Terry Cooke,COL,M,20,17,1490,2,2,18,6,2,0/0,2,0,0.12,11.1,1,2,0,0.12,8,20,3,3,0,33.33,2005,reg
Luchi Gonzalez,COL,F,20,19,1448,2,2,22,14,0,0/0,2,0,0.12,9.1,1,1,1,0.12,21,46,19,1,0,63.64,2005,reg
Andy Herron,CHI,F,20,13,980,2,2,22,12,0,0/0,2,0,0.18,9.1,2,1,1,0.18,18,16,19,1,0,54.55,2005,reg
Matt Taylor,CHV,F,21,14,1303,2,2,24,7,0,0/0,1,1,0.14,8.3,0,2,0,0.14,16,28,15,1,0,29.17,2005,reg
Jamie Watson,RSL,M,19,6,815,2,1,16,10,0,0/0,1,1,0.22,12.5,0,0,1,0.11,19,37,11,1,1,62.5,2005,reg
Clarence Goodson,DAL,D,29,28,2488,2,1,18,9,0,0/0,0,2,0.07,11.1,1,1,0,0.04,40,29,3,9,0,50.0,2005,reg
Douglas Sequeira,CHV,M,23,23,2070,2,1,19,5,1,0/0,1,1,0.09,10.5,0,0,1,0.04,44,18,9,5,0,26.32,2005,reg
Brian Dunseth,RSL,D,24,24,2011,2,0,8,5,2,0/0,2,0,0.09,25.0,0,0,0,0.0,34,22,3,3,1,62.5,2005,reg
Danny Califf,SJ ,D,20,20,1742,2,0,9,5,1,0/0,1,1,0.1,22.2,0,0,0,0.0,37,20,0,7,1,55.56,2005,reg
Eric Vasquez,CLB,M,11,8,703,2,0,9,5,1,0/0,0,2,0.26,22.2,0,0,0,0.0,7,4,0,0,0,55.56,2005,reg
Seth Trembly,RSL,M-D,22,11,1173,2,0,25,13,0,0/0,2,0,0.15,8.0,0,0,0,0.0,38,31,0,8,0,52.0,2005,reg
Simon Elliott,CLB,M,32,32,2880,1,11,31,9,0,1/1,0,1,0.03,3.2,3,6,5,0.34,26,27,1,5,0,29.03,2005,reg
Steve Ralston,NE ,M,21,21,1857,1,6,29,14,1,0/0,1,0,0.05,3.4,1,3,3,0.29,14,17,3,1,0,48.28,2005,reg
Jay Heaps,NE ,D,31,31,2790,1,5,17,10,0,0/0,1,0,0.03,5.9,2,4,1,0.16,37,36,2,7,0,58.82,2005,reg
Eric Denton,COL,D,31,30,2693,1,5,23,4,1,0/0,1,0,0.03,4.3,2,3,2,0.17,41,27,5,5,0,17.39,2005,reg
Michael Bradley,TOR,M,30,30,2628,1,4,17,5,1,0/0,0,1,0.03,5.9,0,3,1,0.14,49,22,0,9,0,29.41,2005,reg
Kyle Beckerman,RSL,M,30,25,2341,1,4,24,8,0,0/0,0,1,0.04,4.2,0,2,2,0.15,60,38,0,5,0,33.33,2005,reg
Chad Barrett,CHI,F,20,4,594,1,4,25,9,0,0/0,0,1,0.15,4.0,1,3,1,0.61,16,7,14,0,0,36.0,2005,reg
David Testo,CLB,M-F,17,12,1030,1,3,7,2,0,0/0,0,1,0.09,14.3,1,1,2,0.26,22,18,0,4,0,28.57,2005,reg
James Riley,NE ,D,23,12,1292,1,3,9,4,1,0/0,1,0,0.07,11.1,0,0,3,0.21,28,13,1,3,0,44.44,2005,reg
Brian Carroll,DC ,M,32,30,2567,1,3,10,4,0,0/0,0,1,0.04,10.0,2,2,1,0.11,39,16,0,4,0,40.0,2005,reg
Jim Curtin,CHI,D,27,24,2143,1,3,12,6,0,0/0,1,0,0.04,8.3,2,2,1,0.13,33,13,0,3,0,50.0,2005,reg
Ednaldo da Conceicao,LA ,F,19,9,949,1,3,14,7,0,0/0,0,1,0.09,7.1,1,2,1,0.28,20,13,18,4,0,50.0,2005,reg
Chad Marshall,CLB,D,30,30,2655,1,3,25,10,0,0/0,1,0,0.03,4.0,0,1,2,0.1,29,16,0,1,0,40.0,2005,reg
Wade Barrett,SJ ,D,30,30,2664,1,2,4,2,0,0/0,1,0,0.03,25.0,2,0,2,0.07,28,31,1,2,0,50.0,2005,reg
Tyrone Marshall,LA ,D,25,25,2085,1,2,15,4,0,0/0,1,0,0.04,6.7,0,2,0,0.09,45,22,2,7,1,26.67,2005,reg
Chris Albright,LA ,D,22,21,1772,1,2,29,12,0,0/0,0,1,0.05,3.4,1,2,0,0.1,34,29,1,7,0,41.38,2005,reg
Julian Nash,SJ ,F,10,1,228,1,1,3,3,0,0/0,1,0,0.39,33.3,1,1,0,0.39,6,4,1,0,0,100.0,2005,reg
Eddie Robinson,SJ ,D,29,29,2450,1,1,5,2,0,0/0,0,1,0.04,20.0,0,0,1,0.04,68,53,0,6,2,40.0,2005,reg
Ryan Pore,KC ,M,8,4,285,1,1,6,1,0,0/0,0,1,0.32,16.7,0,0,1,0.32,4,8,6,0,0,16.67,2005,reg
Jamal Sutton,CLB,F,8,3,327,1,1,7,2,1,0/0,1,0,0.28,14.3,0,0,1,0.28,4,7,2,1,0,28.57,2005,reg
Bryan Namoff,DC ,D,17,15,1348,1,1,8,3,0,0/0,1,0,0.07,12.5,0,1,0,0.07,31,9,1,4,1,37.5,2005,reg
Oscar Pareja,DAL,M,18,6,645,1,1,9,6,0,0/0,1,0,0.14,11.1,0,1,0,0.14,17,16,1,3,0,66.67,2005,reg
Samuel Caballero,CHI,D,17,16,1439,1,1,11,4,0,0/0,0,1,0.06,9.1,0,1,0,0.06,28,18,0,2,0,36.36,2005,reg
Chris Gbandi,DAL,D,17,17,1519,1,1,14,7,0,0/0,1,0,0.06,7.1,0,1,0,0.06,18,13,3,7,0,50.0,2005,reg
Marshall Leonard,NE ,M,27,25,1922,1,1,15,8,0,0/0,0,1,0.05,6.7,1,1,0,0.05,36,26,2,5,0,53.33,2005,reg
Alex Zotinca,KC ,D,16,13,1060,1,1,15,8,1,0/0,0,1,0.08,6.7,0,0,1,0.08,13,19,2,1,0,53.33,2005,reg
Melvin Tarley,RSL,F,9,9,729,1,1,22,12,0,0/0,0,1,0.12,4.5,0,0,1,0.12,9,6,18,0,0,54.55,2005,reg
Chris Brown,RSL,M-F,29,25,2124,1,1,30,10,0,0/0,0,1,0.04,3.3,1,1,0,0.04,13,16,4,0,0,33.33,2005,reg
Guillermo Ramirez,LA ,M,24,18,1590,1,1,62,30,0,1/1,1,0,0.06,1.6,1,1,0,0.06,26,47,3,2,0,48.39,2005,reg
Marcelo Saragosa,LA ,M,4,2,255,1,0,1,1,1,0/0,1,0,0.35,100.0,0,0,0,0.0,4,7,0,0,0,100.0,2005,reg
John Thorrington,CHI,M,8,4,368,1,0,2,1,1,0/0,1,0,0.24,50.0,0,0,0,0.0,12,8,1,1,0,50.0,2005,reg
Ryan Suarez,CHV,D,19,16,1309,1,0,3,1,0,0/0,0,1,0.07,33.3,0,0,0,0.0,18,18,1,2,0,33.33,2005,reg
Esteban Arias,CHV,D,15,14,1141,1,0,3,2,0,0/0,0,1,0.08,33.3,0,0,0,0.0,42,9,0,4,1,66.67,2005,reg
Nana Kuffour,DC ,F,3,2,180,1,0,3,1,0,0/0,0,1,0.5,33.3,0,0,0,0.0,4,3,1,0,0,33.33,2005,reg
Michael Enfield,LA ,M-F,6,2,247,1,0,4,2,0,0/0,1,0,0.36,25.0,0,0,0,0.0,1,2,1,0,0,50.0,2005,reg
Will Johnson,CHI,D,6,1,161,1,0,4,2,0,0/0,0,1,0.56,25.0,0,0,0,0.0,5,1,0,1,1,50.0,2005,reg
Kevin Novak,RSL,D,3,2,220,1,0,4,2,0,0/0,0,1,0.41,25.0,0,0,0,0.0,4,4,1,0,0,50.0,2005,reg
Fabrice Noel,COL,F,7,0,123,1,0,5,3,1,0/0,0,1,0.73,20.0,0,0,0,0.0,0,5,2,0,0,60.0,2005,reg
Facundo Erpen,DC ,D,8,8,696,1,0,5,4,0,0/0,0,1,0.13,20.0,0,0,0,0.0,11,10,0,4,0,80.0,2005,reg
Troy Dayak,SJ ,D,7,7,551,1,0,5,1,0,0/0,1,0,0.16,20.0,0,0,0,0.0,5,1,0,0,0,20.0,2005,reg
Pablo Mastroeni,COL,M,14,12,942,1,0,5,3,1,0/0,1,0,0.1,20.0,0,0,0,0.0,14,16,0,3,1,60.0,2005,reg
Pablo Chinchilla,LA ,D,19,17,1399,1,0,7,2,1,0/0,0,1,0.06,14.3,0,0,0,0.0,11,9,0,2,0,28.57,2005,reg
Mike Petke,COL,D,26,26,2250,1,0,7,4,0,0/0,1,0,0.04,14.3,0,0,0,0.0,40,16,1,7,0,57.14,2005,reg
Wolde Harris,COL,F,10,5,504,1,0,7,4,0,1/1,1,0,0.18,14.3,0,0,0,0.0,20,3,3,0,0,57.14,2005,reg
Eddie Pope,RSL,D,20,20,1756,1,0,8,4,0,0/0,1,0,0.05,12.5,0,0,0,0.0,20,15,0,0,1,50.0,2005,reg
Jack Stewart,CHI,D,9,3,400,1,0,10,5,0,0/0,1,0,0.23,10.0,0,0,0,0.0,4,2,0,1,0,50.0,2005,reg
Domenic Mediate,CLB,M,11,4,475,1,0,12,7,0,0/0,0,1,0.19,8.3,0,0,0,0.0,8,10,1,0,0,58.33,2005,reg
Mario Rodriguez,CLB,M,19,15,1309,1,0,22,9,0,0/1,0,1,0.07,4.5,0,0,0,0.0,24,27,16,2,1,40.91,2005,reg
Juan Pablo Garcia,CHV,M,9,9,771,1,0,23,14,0,0/0,0,1,0.12,4.3,0,0,0,0.0,15,10,4,2,0,60.87,2005,reg
Kyle Martino,CLB,M,27,27,2248,0,8,24,9,0,0/1,0,0,0.0,0.0,3,4,4,0.32,32,77,15,6,1,37.5,2005,reg
Mark Lisi,MET,M,28,22,1971,0,5,19,6,0,0/0,0,0,0.0,0.0,1,3,2,0.23,36,18,2,3,0,31.58,2005,reg
Kerry Zavagnin,KC ,M,28,27,2421,0,4,13,4,0,0/0,0,0,0.0,0.0,1,2,2,0.15,37,35,0,5,0,30.77,2005,reg
Tim Ward,MET,D,13,11,1033,0,3,6,2,0,0/0,0,0,0.0,0.0,1,2,1,0.26,14,16,2,4,0,33.33,2005,reg
Ned Grabavoy,LA ,M,12,9,655,0,3,8,0,0,0/0,0,0,0.0,0.0,0,3,0,0.41,8,18,0,0,0,0.0,2005,reg
Orlando Perez,CHV,D,27,24,2068,0,3,8,4,0,0/0,0,0,0.0,0.0,0,1,2,0.13,39,12,0,2,1,50.0,2005,reg
Joe Franchino,NE ,M,24,23,2011,0,3,10,4,0,0/0,0,0,0.0,0.0,0,1,2,0.13,40,19,0,2,0,40.0,2005,reg
Carey Talley,DAL,D,20,14,1092,0,3,11,4,0,0/0,0,0,0.0,0.0,1,3,0,0.25,17,16,2,2,1,36.36,2005,reg
C.J. Brown,CHI,D,20,18,1657,0,2,2,0,0,0/0,0,0,0.0,0.0,2,1,1,0.11,19,18,0,6,0,0.0,2005,reg
Logan Pause,CHI,M,27,24,2093,0,2,2,1,0,0/0,0,0,0.0,0.0,1,1,1,0.09,14,22,0,2,0,50.0,2005,reg
Dan Gargan,COL,D,12,5,511,0,2,2,0,0,0/0,0,0,0.0,0.0,0,0,2,0.35,7,12,0,1,0,0.0,2005,reg
John Wilson,DC ,D,17,11,1098,0,2,5,2,0,0/0,0,0,0.0,0.0,0,0,2,0.16,26,14,2,2,0,40.0,2005,reg
