age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
65,1950,,October,2015, MP for Badulla (2001â€“2004 2014â€“2015),K. Velayudam,Sri,24
88,1927,,October,2015, Chief Scout (1982â€“1988),Michael Walsh,British,15
67,1948, cancer,October,2015, politician Prime Minister (1997â€“1999),Nurlan Balgimbayev,Kazakh,2
78,1937,,October,2015, Irish footballer (Linfield Middlesbrough national team),Bobby Braithwaite,Northern,2
87,1928,,October,2015, footballer (Real Betis),Antonio CedrÃ©s,Spanish,1
91,1924,,October,2015, baseball player and manager (Tigres de Quintana Roo),JosÃ© Luis GarcÃ_a,Mexican,4
82,1933,,October,2015, President (1972â€“1991 1996â€“2006),Mathieu KÃ©rÃ©kou,Beninese,31
60,1955, cancer,October,2015, tennis player coach and official Secretary General of the RTF (1984â€“1989),FlorenÈ›a Mihai,Romanian,4
53,1962, meningitis,October,2015, politician member of the Parliament of Catalonia (2003â€“2012),Jordi Miralles,Spanish,1
79,1936,,October,2015, rugby league player (Workington Town),Sol Roper,English,5
85,1930,,October,2015, Governor of Sikkim (1990â€“1994),Radhakrishna Hariram Tahiliani,Indian,7
92,1923, complications of dementia,October,2015, meteorologist director of the National Weather Service (1963â€“1965) ESSA (1965â€“1970) NOAA (1970â€“1977),Robert M. White,American,10
44,1971, heart attack,October,2015, football player (CSKA Moscow) and coach,Sergei Filippenkov,Russian,2
40,1975, bladder cancer,October,2015, basketball player (Toronto Raptors Maccabi Tel Aviv),Nate Huffman,American,6
67,1948, stomach cancer,October,2015, politician Queensland MLA for Ipswich West (1989â€“1998 2001â€“2006),Don Livingstone,Australian,4
93,1922, pneumonia,October,2015, baseball player (Boston Red Sox),Neill Sheridan,American,4
88,1927, Alzheimer's disease and dementia,October,2015, politician member of the Minnesota Senate (1973â€“1976),J. Robert Stassen,American,2
48,1967, stomach cancer,October,2015, television producer (Kennedy Center Honors),Michael Stevens,American,19
81,1934, colorectal cancer,October,2015," diplomat Ambassador to Iran (1977â€“1980) awarded U.S. Congressional Gold Medal for role in ""Canadian Caper""",Kenneth D. Taylor,Canadian,21
74,1941, complications from ischemic strokes,October,2015, biochemist Chancellor of UC Davis (1994â€“2009),Larry N. Vanderhoef,American,3
55,1960, multiple myeloma,October,2015, football player (New Orleans Saints),Tyrone Young,American,10
87,1928, Alzheimer's disease,October,2015, television producer (You Don't Say! Liar's Club Lingo),Ralph Andrews,American,8
59,1956,,October,2015, two-time Olympic champion (1976 1980),Mikhail Burtsev,Russian,6
90,1925,,October,2015, member of the Second Circuit Court of Appeals (since 1981),Richard J. Cardamone,American,2
87,1928,,October,2015, member of the Congress of Deputies (1977â€“1979),Francesc de Paula Burguera,Spanish,1
43,1972, helicopter crash,October,2015, politician MP for Ludewa (2010â€“2015),Deo Filikunjombe,Tanzanian,2
75,1940, fall,October,2015, judge member of the US District Court for New Jersey (since 1992),Joseph E. Irenas,American,1
84,1931,,October,2015, Olympic fencer (1960),Barbara Orzechowska-Ryszel,Polish,2
66,1949, brain haemorrhage,October,2015, dialect coach (Braveheart The Theory of Everything Chocolat),Julia Wilson-Dickson,English,1
66,1949,,October,2015, footballer (Hibernian Rangers St Johnstone),Johnny Hamilton,Scottish,1
69,1946,,October,2015, football player and manager (Blackburn Rovers Everton Athletic Bilbao),Howard Kendall,English,31
66,1949,,October,2015, President of the Senate (2004â€“2007),Anne-Marie Lizin,Belgian,10
71,1944,,October,2015, football player (San Diego Chargers),Houston Ridge,American,2
87,1928,,October,2015, Minister of Agriculture (1992â€“1995),AndrÃ© Bourgeois,Belgian,5
93,1922,,October,2015, Archbishop of Messina-Lipari-Santa Lucia del Mela (1986â€“1997),Ignazio CannavÃ_,Italian,
76,1939,,October,2015, cricketer (South Australia),Brian Hurn,Australian,11
87,1928,,October,2015, basketball player (Washington Capitols Baltimore Bullets) and coach (Georgetown Hoyas),Tommy O'Keefe,American,4
85,1930,,October,2015, MP for South West Nova (1993â€“1997),Harry Verran,Canadian,4
47,1968, cancer,October,2015, bassist (Obituary Gorgoroth),Frank Watkins,American,2
92,1923,,October,2015, politician and football player (Navy Midshipmen),Leon Bramlett,American,9
94,1921,,October,2015, rugby league player (St,Bill Collier,Australian,5
81,1934,,October,2015, footballer (Darlington),Ron Greener,English,13
86,1929,,October,2015, ice hockey player (Toronto Maple Leafs Boston Bruins),Fleming Mackell,Canadian,1
83,1932,,October,2015, Archbishop of Pisa (1986â€“2008),Alessandro Plotti,Italian,1
78,1937,,October,2015, President of the United Nations General Assembly (2009â€“2010),Ali Treki,Libyan,18
92,1923,,October,2015, basketball player (St,D. C. Wilcutt,American,3
89,1926,,October,2015, Olympic track-and-field athlete (1948),Nel Karelse,Dutch,2
78,1937,,October,2015, Bishop of Riohacha (1996â€“2001),Gilberto JimÃ©nez NarvÃ¡ez,Colombian,1
86,1929,,October,2015, Olympic athlete (1956),Brian Oliver,Australian,
84,1931,,October,2015, President of the Royal Society of New Zealand (1997â€“2000),Sir John Scott,New,11
77,1938,,October,2015, National Film Award for Best Children's Film (1989),K. S. L. Swamy,Indian,7
74,1941, complications from multiple myeloma,October,2015, singer (Three Dog Night),Cory Wells,American,6
82,1933,,October,2015, actor (Coronation Street),Peter Baldwin,British,12
92,1923,,October,2015, Speaker of the National Assembly (1990â€“1992),France BuÄçar,Slovene,3
79,1936, stroke,October,2015, actor (I'm Dickens He's Fenster Pac-Man),Marty Ingels,American,8
89,1926,,October,2015, Illinois (1987â€“1995),Ossie Langfelder,Austrian-born,4
87,1928,,October,2015, baseball player (AAGPBL),Rhoda Leonard,American,5
75,1940,,October,2015, MP for Oldham West (1970â€“1997) and Oldham West and Royton (since 1997),Michael Meacher,British,27
92,1923,,October,2015, member of the House of Representatives (1959â€“1978),Willem Aantjes,Dutch,7
88,1927,,October,2015, MP (1965â€“1969),Ã‡etin Altan,Turkish,9
89,1926, heart failure,October,2015, comic book artist (Superman Green Lantern) creator of Zatanna,Murphy Anderson,American,29
83,1932, heart failure,October,2015, television executive President and CEO of CBS (1977â€“1980),John Backe,American,2
99,1916,,October,2015, member of the Washington House of Representatives (1977â€“1983) and Senate (1983â€“1993),Scott Barr,American,9
60,1955,,October,2015, Olympic silver medalist (1980),Juan Ferrer,Cuban,2
57,1958, suspected heart attack,October,2015, singer-songwriter,Labh Janjua,Indian,9
98,1917,,October,2015, Senator for Bas-Rhin (1952â€“1995),Louis Jung,French,1
89,1926,,October,2015, cricketer (Cheshire),Bryan Lowe,English,2
78,1937, prostate cancer,October,2015, screenwriter (Queen of the Stardust Ballroom),Jerome Kass,American,2
77,1938,,October,2015, football player (San Francisco 49ers Washington Redskins),Gorden Kelley,American,1
54,1961, plane crash,October,2015, politician member of the Senate (2006â€“2012),TomÃ¡s Torres Mercado,Mexican,2
62,1953, ovarian cancer,October,2015, lawyer First Lady of Alaska (1986â€“1990),Michael Margaret Stewart,American,4
79,1936,,October,2015, baseball player (Cincinnati Reds Kansas City Athletics),John Tsitouris,American,6
87,1928,,October,2015, football player (Hamilton Tiger-Cats Toronto Argonauts),Bill Berezowski,Canadian,2
91,1924,,October,2015, chief executive (Beaulieu International Group),Roger De Clerck,Belgian,8
80,1935,,October,2015, footballer (Fredrikstad national team),Roar Johansen,Norwegian,5
83,1932,,October,2015, footballer (Ayr United St Mirren),Peter Price,Scottish,2
75,1940, cancer,October,2015, ice hockey player (Montreal Canadiens St. Louis Blues),Jim Roberts,Canadian,2
66,1949, stomach cancer,October,2015, office supply executive (Staples Inc.) and philanthropist,Thomas G. Stemberg,American,22
72,1943,,October,2015, Olympic champion (1972),Lyubov Tyurina,Russian,3
92,1923,,October,2015, Chief of the Air Staff (1977â€“1982),Sir Michael Beetham,British,41
88,1927, creator of the multi-dynamic image technique,October,2015, writer director editor and cinematographer (A Place to Stand),Christopher Chapman,Canadian,4
91,1924,,October,2015, Jesuit Cardinal and Bishop of Nitra (1990â€“2005),JÃ¡n Chryzostom Korec,Slovak,6
79,1936,,October,2015, member of the Minnesota House of Representatives (2005â€“2013),Sandra Peterson,American,7
88,1927,,October,2015, Bishop of PÃ©rigueux (1988â€“2004),Gaston Poulain,French,1
56,1959,,October,2015, footballer (MalmÃ¶ FF),Thomas Sunesson,Swedish,6
90,1925,,October,2015, cricketer (Gloucestershire),Ken Graveney,English,3
88,1927,,October,2015, Olympic silver medalist (1948),VladimÃ_r Kobranov,Czech,2
27,1988, traffic collision,October,2015, African footballer (Ajax Cape Town),Cecil Lolo,South,10
63,1952, heart attack,October,2015, football player (Dallas Cowboys),Dennis Morgan,American,11
64,1951,,October,2015, Bishop of Trondheim (1997â€“2009),Georg MÃ_ller,German-born,4
60,1955, lymphoma,October,2015, basketball coach (Detroit Pistons Washington Wizards Minnesota Timberwolves),Flip Saunders,American,22
79,1936,,October,2015, footballer (Kilmarnock),Matt Watson,Scottish,2
65,1950, heart attack,October,2015, cricketer (West Indies),Basil Williams,Jamaican,1
65,1950, cancer,October,2015, politician member of the North Carolina Senate (2006â€“2010),Steve Goss,American,3
89,1926,,October,2015, college basketball coach (Northern Iowa),Zeke Hogeland,American,3
88,1927,,October,2015, editor of Sight & Sound (1956â€“1990),Penelope Houston,British,8
78,1937, respiratory failure,October,2015, physicist (University of Chicago) President of American Physical Society (2006â€“2008),Leo Kadanoff,American,8
88,1927,,October,2015, member of the New Mexico House of Representatives (1985â€“1996),Robert Light,American,4
77,1938,,October,2015, Vicar Apostolic of Aleppo (2002â€“2013),Giuseppe Nazzaro,Italian-born,2
40,1975, suicide by jumping,October,2015, American model and actor (Love Don't Cost a Thing Farm House Anchor Baby),Sam Sarpong,British-born,10
83,1932, cancer,October,2015, radio personality (Joy Boys),Ed Walker,American,8
66,1949,,October,2015, football player (Toronto Argonauts Michigan State),Eric Allen,American,7
90,1925,,October,2015, MP (1996â€“2004),Mitzura Arghezi,Romanian,4
82,1933, heart attack,October,2015, film critic (The Observer) and BBC radio producer,Philip French,British,19
54,1961, cancer,October,2015, politician Uttar Pradesh MLA for Deoband (2002â€“2007 2012â€“2015),Rajendra Singh Rana,Indian,4
63,1952, heart failure,October,2015, actor (Deadwood Hancock),Ralph Richeson,American,4
89,1926,,October,2015, member of the Hawaii House of Representatives (1959â€“1984),Yoshito Takamine,American,4
92,1923, stroke,October,2015, boxing manager (George Chuvalo Clyde Gray) promoter poultry executive and philanthropist,Irving Ungerman,Canadian,5
59,1956,,October,2015, Bishop of Cashel and Ossory (2002â€“2006),Peter Barrett,Irish,9
86,1929,,October,2015, member of the Arizona House of Representatives (1963â€“1974 1987â€“1996 2005â€“2011) and Senate (1999â€“2004),Jack A. Brown,American,3
51,1964, cancer,October,2015, singer (Urban Cookie Collective),Diane Charlemagne,British,3
85,1930,,October,2015, Bishop of Cairo (1989â€“2005),Joseph Dergham,Lebanese-born,2
56,1959,,October,2015, President of Oberlin College (1994â€“2007),Nancy Dye,American,9
74,1941, pulmonary failure as a complication of diabetes,October,2015, footballer (national team),NicolÃ¡s Fuentes,Peruvian,3
73,1942,,October,2015, college football coach (Eureka Macalester Winona State),Tom Hosier,American,2
77,1938,,October,2015, MP (1990â€“1994),Attila KÃ¡lmÃ¡n,Hungarian,3
74,1941,,October,2015, MP for North Cornwall (1979â€“1992),Sir Gerry Neale,British,3
48,1967, complications from hepatocellular carcinoma,October,2015, politician member of the Senate for Plateau (2012â€“2015),Gyang Pwajok,Nigerian,2
99,1916,,October,2015, Bishop of Patos de Minas (1967â€“1992),Jorge Scarso,Italian-born,
87,1928,,October,2015, football player (Pittsburgh Steelers),Nick Bolkovac,American,3
62,1953, heart failure,October,2015, basketball player (Virginia Squires New York Knicks),Luther Burden,American,9
84,1931,,October,2015, actor (Doctor Who House of Cards),Kenneth Gilbert,British,2
73,1942, heart attack,October,2015, politician member of the House of Representatives (1998â€“2001) and Senate (1987â€“1998),Ernesto Herrera,Filipino,1
77,1938,,October,2015, football player (Melbourne),Tassie Johnson,Australian,1
59,1956,,October,2015, member of the House of Representatives for Gilmore (1993â€“1996),Peter Knott,Australian,6
82,1933,,October,2015, Olympic basketball player (1960) and coach,Boris KristanÄçiÄç,Slovene,2
85,1930,,October,2015, basketball coach (Partizan),Ranko Å_eravica,Serbian,2
71,1944,,October,2015, Hall of Fame basketball player (Indiana Pacers),Mel Daniels,American,10
77,1938,,October,2015, member of the Senate (1993),Haliru Dantoro,Nigerian,2
78,1937,,October,2015, cricketer (Lancashire),Colin Hilton,English,3
96,1919, complications from infected gall bladder,October,2015, actor (The Odd Couple Happy Days Joanie Loves Chachi),Al Molinaro,American,12
93,1922,,October,2015, Governor of PiauÃ_ (1979â€“1983),LucÃ_dio Portela Nunes,Brazilian,1
82,1933,,October,2015, baseball player (Kansas City Athletics New York Yankees Baltimore Orioles),Norm Siebern,American,3
76,1939,,October,2015, Olympic champion (1964),Ants Antson,Estonian,3
84,1931, Parkinson's disease and Lewy body dementia,October,2015, educator First Lady of South Dakota (1969â€“1971),Patricia Farrar,American,7
90,1925, respiratory failure,October,2015, physician and clinical researcher (MIT Harvard Medical School) pioneer in skin regeneration,Howard Green,Canadian-American,20
