Year,Laureate_Id,Firstname,Lastname,Category,Gender,Prize_Share,Motivation,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
2012,876,Serge,Haroche,physics,male,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",11-09-1944,Morocco,Casablanca,MA,0000-00-00,,,,Collège de France,Paris,France
2012,875,Shinya,Yamanaka,medicine,male,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",04-09-1962,Japan,Osaka,JP,0000-00-00,,,,Kyoto University,Kyoto,Japan
2012,874,Sir John B.,Gurdon,medicine,male,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",02-10-1933,United Kingdom,Dippenhall,GB,0000-00-00,,,,Gurdon Institute,Cambridge,United Kingdom
2012,877,David J.,Wineland,physics,male,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",24-02-1944,USA,Milwaukee WI,US,0000-00-00,,,,National Institute of Standards and Technology,Boulder CO,USA
2013,896,Robert J.,Shiller,economics,male,3,"""for their empirical analysis of asset prices""",29-03-1946,USA,Detroit MI,US,0000-00-00,,,,Yale University,New Haven CT,USA
2013,891,Arieh,Warshel,chemistry,male,3,"""for the development of multiscale models for complex chemical systems""",20-11-1940,British Mandate of Palestine (now Israel),Kibbutz Sde-Nahum,IL,0000-00-00,,,,University of Southern California,Los Angeles CA,USA
2013,895,Lars Peter,Hansen,economics,male,3,"""for their empirical analysis of asset prices""",26-10-1952,USA,Urbana IL,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
2013,894,Eugene F.,Fama,economics,male,3,"""for their empirical analysis of asset prices""",14-02-1939,USA,Boston MA,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
2013,893,Organisation for the Prohibition of Chemical Weapons,,peace,org,1,"""for its extensive efforts to eliminate chemical weapons""",1997-00-00,,,,0000-00-00,,,,,,
2013,892,Alice,Munro,literature,female,1,"""master of the contemporary short story""",10-07-1931,Canada,Wingham,CA,0000-00-00,,,,,,
2013,890,Michael,Levitt,chemistry,male,3,"""for the development of multiscale models for complex chemical systems""",09-05-1947,South Africa,Pretoria,ZA,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
2013,889,Martin,Karplus,chemistry,male,3,"""for the development of multiscale models for complex chemical systems""",15-03-1930,Austria,Vienna,AT,0000-00-00,,,,Université de Strasbourg,Strasbourg,France
2013,888,Peter,Higgs,physics,male,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",29-05-1929,United Kingdom,Newcastle upon Tyne,GB,0000-00-00,,,,University of Edinburgh,Edinburgh,United Kingdom
2013,887,François,Englert,physics,male,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",06-11-1932,Belgium,Etterbeek,BE,0000-00-00,,,,Université Libre de Bruxelles,Brussels,Belgium
2013,886,Thomas C.,Südhof,medicine,male,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",22-12-1955,Germany,Göttingen,DE,0000-00-00,,,,Stanford University,Stanford CA,USA
2013,885,Randy W.,Schekman,medicine,male,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",30-12-1948,USA,St. Paul MN,US,0000-00-00,,,,University of California,Berkeley CA,USA
2013,884,James E.,Rothman,medicine,male,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",03-11-1950,USA,Haverhill MA,US,0000-00-00,,,,Yale University,New Haven CT,USA
2014,915,Jean,Tirole,economics,male,1,"""for his analysis of market power and regulation""",09-08-1953,France,Troyes,FR,0000-00-00,,,,Toulouse School of Economics (TSE),Toulouse,France
2014,914,Malala,Yousafzai,peace,female,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",12-07-1997,Pakistan,Mingora,PK,0000-00-00,,,,,,
2014,912,Patrick,Modiano,literature,male,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",30-07-1945,France,Paris,FR,0000-00-00,,,,,,
2014,911,William E.,Moerner,chemistry,male,3,"""for the development of super-resolved fluorescence microscopy""",24-06-1953,USA,Pleasanton CA,US,0000-00-00,,,,Stanford University,Stanford CA,USA
2014,910,Stefan W.,Hell,chemistry,male,3,"""for the development of super-resolved fluorescence microscopy""",23-12-1962,Romania,Arad,RO,0000-00-00,,,,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany
2014,909,Eric,Betzig,chemistry,male,3,"""for the development of super-resolved fluorescence microscopy""",13-01-1960,USA,Ann Arbor MI,US,0000-00-00,,,,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA
2014,913,Kailash,Satyarthi,peace,male,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",11-01-1954,India,Vidisha,IN,0000-00-00,,,,,,
2014,907,Hiroshi,Amano,physics,male,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",11-09-1960,Japan,Hamamatsu,JP,0000-00-00,,,,Nagoya University,Nagoya,Japan
2014,906,Isamu,Akasaki,physics,male,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",30-01-1929,Japan,Chiran,JP,01-04-2021,Japan,Nagoya,JP,Meijo University,Nagoya,Japan
2014,905,Edvard I.,Moser,medicine,male,4,"""for their discoveries of cells that constitute a positioning system in the brain""",27-04-1962,Norway,Ålesund,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,904,May-Britt,Moser,medicine,female,4,"""for their discoveries of cells that constitute a positioning system in the brain""",04-01-1963,Norway,Fosnavåg,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,903,John,O'Keefe,medicine,male,2,"""for their discoveries of cells that constitute a positioning system in the brain""",18-11-1939,USA,New York NY,US,0000-00-00,,,,University College,London,United Kingdom
2014,908,Shuji,Nakamura,physics,male,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",22-05-1954,Japan,Ikata,JP,0000-00-00,,,,University of California,Santa Barbara CA,USA
2015,926,Angus,Deaton,economics,male,1,"""for his analysis of consumption poverty and welfare""",19-10-1945,Scotland,Edinburgh,GB,0000-00-00,,,,Princeton University,Princeton NJ,USA
2015,925,National Dialogue Quartet,,peace,org,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",2013-00-00,,,,0000-00-00,,,,,,
2015,924,Svetlana,Alexievich,literature,female,1,"""for her polyphonic writings a monument to suffering and courage in our time""",31-05-1948,Ukraine,Ivano-Frankivsk,UA,0000-00-00,,,,,,
2015,923,Aziz,Sancar,chemistry,male,3,"""for mechanistic studies of DNA repair""",08-09-1946,Turkey,Savur,TR,0000-00-00,,,,University of North Carolina,Chapel Hill NC,USA
2015,922,Paul,Modrich,chemistry,male,3,"""for mechanistic studies of DNA repair""",13-06-1946,USA,Raton NM,US,0000-00-00,,,,Howard Hughes Medical Institute,Durham NC,USA
2015,921,Tomas,Lindahl,chemistry,male,3,"""for mechanistic studies of DNA repair""",28-01-1938,Sweden,Stockholm,SE,0000-00-00,,,,Francis Crick Institute,Hertfordshire,United Kingdom
2015,919,Takaaki,Kajita,physics,male,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",09-03-1959,Japan,Higashimatsuyama,JP,0000-00-00,,,,University of Tokyo,Kashiwa,Japan
2015,918,Youyou,Tu,medicine,female,2,"""for her discoveries concerning a novel therapy against Malaria""",30-12-1930,China,Zhejiang Ningbo,CN,0000-00-00,,,,China Academy of Traditional Chinese Medicine,Beijing,China
2015,917,Satoshi,Ōmura,medicine,male,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",12-07-1935,Japan,Yamanashi Prefecture,JP,0000-00-00,,,,Kitasato University,Tokyo,Japan
2015,916,William C.,Campbell,medicine,male,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",28-06-1930,Ireland,Ramelton,IE,0000-00-00,,,,Drew University,Madison NJ,USA
2015,920,Arthur B.,McDonald,physics,male,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",29-08-1943,Canada,Sydney,CA,0000-00-00,,,,Queen's University,Kingston,Canada
2016,936,Bengt,Holmström,economics,male,2,"""for their contributions to contract theory""",18-04-1949,Finland,Helsinki,FI,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2016,933,Bernard L.,Feringa,chemistry,male,3,"""for the design and synthesis of molecular machines""",18-05-1951,the Netherlands,Barger-Compascuum,NL,0000-00-00,,,,University of Groningen,Groningen,the Netherlands
2016,935,Oliver,Hart,economics,male,2,"""for their contributions to contract theory""",09-10-1948,United Kingdom,London,GB,0000-00-00,,,,Harvard University,Cambridge MA,USA
2016,934,Juan Manuel,Santos,peace,male,1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",10-08-1951,Colombia,Bogotá,CO,0000-00-00,,,,,,
2016,932,Sir J. Fraser,Stoddart,chemistry,male,3,"""for the design and synthesis of molecular machines""",24-05-1942,United Kingdom,Edinburgh,GB,0000-00-00,,,,Northwestern University,Evanston IL,USA
2016,937,Bob,Dylan,literature,male,1,"""for having created new poetic expressions within the great American song tradition""",24-05-1941,USA,Duluth MN,US,0000-00-00,,,,,,
2016,930,J. Michael,Kosterlitz,physics,male,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",22-06-1943,United Kingdom,Aberdeen,GB,0000-00-00,,,,Brown University,Providence RI,USA
2016,929,F. Duncan M.,Haldane,physics,male,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",14-09-1951,United Kingdom,London,GB,0000-00-00,,,,Princeton University,Princeton NJ,USA
2016,928,David J.,Thouless,physics,male,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",21-09-1934,United Kingdom,Bearsden,GB,06-04-2019,United Kingdom,Cambridge,GB,University of Washington,Seattle WA,USA
2016,927,Yoshinori,Ohsumi,medicine,male,1,"""for his discoveries of mechanisms for autophagy""",09-02-1945,Japan,Fukuoka,JP,0000-00-00,,,,Tokyo Institute of Technology,Tokyo,Japan
2016,931,Jean-Pierre,Sauvage,chemistry,male,3,"""for the design and synthesis of molecular machines""",21-10-1944,France,Paris,FR,0000-00-00,,,,University of Strasbourg,Strasbourg,France
2017,948,International Campaign to Abolish Nuclear Weapons,,peace,org,1,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",2007-00-00,,,,0000-00-00,,,,,,
2017,947,Kazuo,Ishiguro,literature,male,1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",08-11-1954,Japan,Nagasaki,JP,0000-00-00,,,,,,
2017,946,Richard,Henderson,chemistry,male,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",19-07-1945,Scotland,Edinburgh,GB,0000-00-00,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2017,945,Joachim,Frank,chemistry,male,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",12-09-1940,Germany,Siegen,DE,0000-00-00,,,,Columbia University,New York NY,USA
2017,944,Jacques,Dubochet,chemistry,male,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",08-06-1942,Switzerland,Aigle,CH,0000-00-00,,,,University of Lausanne,Lausanne,Switzerland
2017,943,Kip S.,Thorne,physics,male,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",01-06-1940,USA,Logan UT,US,0000-00-00,,,,LIGO/VIRGO Collaboration,,
2017,949,Richard H.,Thaler,economics,male,1,"""for his contributions to behavioural economics""",12-09-1945,USA,East Orange NJ,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
2017,941,Rainer,Weiss,physics,male,2,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",29-09-1932,Germany,Berlin,DE,0000-00-00,,,,LIGO/VIRGO Collaboration,,
2017,940,Michael W.,Young,medicine,male,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",28-03-1949,USA,Miami FL,US,0000-00-00,,,,Rockefeller University,New York NY,USA
2017,939,Michael,Rosbash,medicine,male,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",07-03-1944,USA,Kansas City MO,US,0000-00-00,,,,Brandeis University,Waltham MA,USA
2017,938,Jeffrey C.,Hall,medicine,male,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",03-05-1945,USA,New York NY,US,0000-00-00,,,,University of Maine,Maine ME,USA
2017,942,Barry C.,Barish,physics,male,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",27-01-1936,USA,Omaha NE,US,0000-00-00,,,,LIGO/VIRGO Collaboration,,
2018,979,Olga,Tokarczuk,literature,female,1,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",29-01-1962,Poland,Sulechów,PL,0000-00-00,,,,,,
2018,969,Paul M.,Romer,economics,male,2,"""for integrating technological innovations into long-run macroeconomic analysis""",1955-00-00,USA,Denver CO,US,0000-00-00,,,,NYU Stern School of Business,New York NY,USA
2018,968,William D.,Nordhaus,economics,male,2,"""for integrating climate change into long-run macroeconomic analysis""",31-05-1941,USA,Albuquerque NM,US,0000-00-00,,,,Yale University,New Haven CT,USA
