BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
1071,English IPA,/homebrew/recipe/view/2312/english-ipa,English IPA,65,37.85,1.068,1.017,6.74,73.01,12.08,43.53,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1072,Ginger Beer I,/homebrew/recipe/view/4180/ginger-beer-i,Spice  Herb  or Vegetable Beer,155,18.93,1.055,1.018,4.87,0,14.96,26.5,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,Corn Sugar,5 oz,
1073,Bakke Brygg Dunkelweizen 25l,/homebrew/recipe/view/161784/bakke-brygg-dunkelweizen-25l,Dunkelweizen,59,25,1.053,1.012,5.37,13.97,16.94,29,90,1.045,72,N/A,Specific Gravity,All Grain,N/A,18,N/A,N/A,18325
1074,Kulminator Belgian Dubbel,/homebrew/recipe/view/87644/kulminator-belgian-dubbel,Belgian Dubbel,22,13.25,1.07,1.016,7.17,23.15,18.15,20.82,60,1.036,75,1.25,Specific Gravity,All Grain,1,17.78,Corn Sugar,3.8 oz,
1075,Belle's Helles,/homebrew/recipe/view/28337/belle-s-helles,Munich Helles,109,41.64,1.051,1.014,4.93,19.56,4.43,51.1,90,N/A,73,N/A,Specific Gravity,All Grain,1.5,N/A,N/A,N/A,
1076,Scrotum Repair,/homebrew/recipe/view/107558/scrotum-repair,Strong Bitter,159,37.85,1.051,1.015,4.71,25.16,11.85,49.21,75,1.039,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,20127
1077,Juodvarnis,/homebrew/recipe/view/44729/juodvarnis,Robust Porter,129,12.5,1.054,1.014,5.24,39.85,29.22,13.5,60,1.05,75,2.75,Specific Gravity,All Grain,0.75,18,N/A,N/A,
1078,"Miami ""Weiss"" - Kiwi Wheat Ale",/homebrew/recipe/view/20065/miami-weiss-kiwi-wheat-ale,Fruit Beer,75,18.93,1.058,1.015,5.62,27.76,3.58,7.57,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1079,Hefe Weissbier Hell,/homebrew/recipe/view/56332/hefe-weissbier-hell,Weizen/Weissbier,170,21,12.2916,3.54543,4.69,10.5,3.27,28.5,75,N/A,80,N/A,Plato,All Grain,0.35,19,N/A,N/A,12772
1080,Blue Moon Clone,/homebrew/recipe/view/262180/blue-moon-clone,Witbier,175,9.46,1.047,1.012,4.57,22.16,4.48,16.09,60,1.027,75,1.25,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,20648
1081,EBH Imperial Porter,/homebrew/recipe/view/14642/ebh-imperial-porter,Baltic Porter,19,41.64,1.092,1.022,9.16,102.79,36.3,47.32,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1279
1082,Belgian Quad,/homebrew/recipe/view/206195/belgian-quad,Belgian Dark Strong Ale,21,37.85,1.101,1.023,10.2,30.61,33.99,45.42,90,1.084,75,1.25,Specific Gravity,All Grain,1,N/A,force carbonate in kegs,N/A,
1083,Kriek Cider,/homebrew/recipe/view/190245/kriek-cider,Fruit Cider,76,11.36,1.084,1.006,10.22,0,4,11.36,0,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1084,Clone - Freeride APA,/homebrew/recipe/view/183965/clone-freeride-apa,American Pale Ale,10,24.61,1.06,1.011,6.49,56.49,14.66,37.85,60,1.039,70,1.75,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,8348
1085,Southern Tier IPA Clone,/homebrew/recipe/view/142038/southern-tier-ipa-clone,American Amber Ale,4,34,1.071,1.017,7.03,108.3,16.62,41,90,1.059,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1086,Chinook IPA Northern Brewer,/homebrew/recipe/view/284743/chinook-ipa-northern-brewer,American IPA,7,18.93,1.05,1.01,5.36,57.7,3.02,11.36,60,1.084,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,29356
1087,NØ - India Saison Clone,/homebrew/recipe/view/56914/,Belgian Specialty Ale,25,23,1.069,1.013,7.39,39.98,4.03,27.5,90,N/A,70,N/A,Specific Gravity,All Grain,0.75,23,N/A,N/A,
1088,Belgian Raspberry Stout,/homebrew/recipe/view/123765/belgian-raspberry-stout,Fruit Beer,75,21,1.071,1.021,6.6,17.01,50,30.3,120,1.049,75,2.5,Specific Gravity,All Grain,1,21,Brown sugar,108g,26767
1089,Blue Moon Clone,/homebrew/recipe/view/138672/blue-moon-clone,Witbier,175,20.82,1.047,1.013,4.41,14.66,4.47,13.25,60,1.073,35,N/A,Specific Gravity,extract,N/A,18.33,N/A,N/A,
1090,Tread Carefully,/homebrew/recipe/view/11313/tread-carefully,Belgian Golden Strong Ale,23,20.82,1.088,1.021,8.74,27.81,11.47,26.5,90,1.069,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1186
1091,Fruitcake Barleywine,/homebrew/recipe/view/228251/fruitcake-barleywine,American Barleywine,5,14,1.099,1.017,10.73,28.01,19.15,19.3,90,1.063,70,N/A,Specific Gravity,All Grain,1,19,N/A,N/A,
1092,Westmalle Trappist Tripel Clone,/homebrew/recipe/view/223722/westmalle-trappist-tripel-clone,Belgian Tripel,26,22.7,1.075,1.018,7.45,39.31,5,30,90,1.065,70,2.9,Specific Gravity,All Grain,1.25,17,N/A,N/A,
1093,Maple Oatmeal Stout,/homebrew/recipe/view/119543/maple-oatmeal-stout,American Porter,11,20.82,1.051,1.012,5.11,31.79,23.74,28.39,60,1.037,70,1.5,Specific Gravity,All Grain,0.5,20,Dextrose,100 g,26090
1094,Blonde Biscuit,/homebrew/recipe/view/27727/blonde-biscuit,Blonde Ale,30,22.71,1.047,1.012,4.62,24.58,5.03,26.5,60,N/A,76,N/A,Specific Gravity,BIAB,0.35,17.78,N/A,N/A,
1095,Jamil's Evil Twin,/homebrew/recipe/view/62114/jamil-s-evil-twin,American IPA,7,41.64,1.065,1.018,6.12,60.95,19.56,53,90,1.051,70,1.5,Specific Gravity,All Grain,0.5,19.44,N/A,N/A,15241
1096,Pilsner 20L (Speidel Braumeister),/homebrew/recipe/view/291865/pilsner-20l-speidel-braumeister-,German Pilsner (Pils),81,21,1.054,1.009,5.92,12.83,3.13,25,80,1.046,80,4.5,Specific Gravity,All Grain,N/A,12,N/A,N/A,39994
1097,Ginger Beer #3 - Citra,/homebrew/recipe/view/70561/ginger-beer-3-citra,Spice  Herb  or Vegetable Beer,155,23,1.045,1.013,4.14,18.41,5.61,27,60,1.038,55,5,Specific Gravity,All Grain,0.35,22,N/A,N/A,
1098,Mango IPA,/homebrew/recipe/view/206864/mango-ipa,American IPA,7,18.93,1.077,1.019,7.61,83.71,8.02,11.36,60,1.129,25,N/A,Specific Gravity,extract,N/A,17.78,N/A,N/A,
1099,Christmas Beeracle,/homebrew/recipe/view/28105/christmas-beeracle,Old Ale,116,870.64,1.088,1.023,8.59,68.56,35.08,878.22,60,1.088,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1100,Tropical Stout,/homebrew/recipe/view/17486/tropical-stout,Foreign Extra Stout,72,60,1.053,1.015,5.01,31.69,27.9,75,60,N/A,60,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,3259
1101,Peach Saison,/homebrew/recipe/view/48963/peach-saison,Saison,134,3.79,1.055,1.012,5.65,26.51,9.94,4.54,60,N/A,70,N/A,Specific Gravity,All Grain,0.35,25.56,N/A,N/A,2824
1102,Rogue Irish Clone (not sure),/homebrew/recipe/view/1024/rogue-irish-clone-not-sure-,Dortmunder Export,55,20.82,1.051,1.011,5.18,8.33,5.32,11.36,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,316
1103,Camellia's BIIPA,/homebrew/recipe/view/89840/camellia-s-biipa,Specialty IPA: Black IPA,148,20.82,1.09,1.017,9.6,77.1,38.84,28.39,60,1.066,77,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,805
1104,Juling juleøl 2013,/homebrew/recipe/view/65018/,Specialty Beer,145,25,1.078,1.023,7.69,52.13,40,28,90,1.069,70,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
1105,Mead Ale,/homebrew/recipe/view/4150/mead-ale,Braggot,32,20.82,1.127,1.032,12.52,0,6.08,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1106,Udder Cream (Milk Stout),/homebrew/recipe/view/14206/udder-cream-milk-stout-,Russian Imperial Stout,132,17.03,1.142,1.041,13.25,110.37,40,18.93,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,Cane Sugar,0.25 cup,
1107,9 Malt Scotch,/homebrew/recipe/view/29125/9-malt-scotch,Strong Scotch Ale,160,24.61,1.102,1.027,9.73,35.46,26,33.12,120,1.075,75,N/A,Specific Gravity,All Grain,2,10,N/A,N/A,
1108,Quilter's Irish Death Clone,/homebrew/recipe/view/191213/quilter-s-irish-death-clone,N/A,111,18.93,1.071,1.018,6.93,0,18.67,18.93,60,N/A,75,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1109,RBW Founders All Day IPA Clone  10 Gal,/homebrew/recipe/view/150886/rbw-founders-all-day-ipa-clone-10-gal,American IPA,7,37.85,1.045,1.01,4.59,42.44,7.87,45.42,60,1.037,62,1.5,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,
1110,Congress Street IPA clone,/homebrew/recipe/view/307136/congress-street-ipa-clone,American IPA,7,20.82,1.069,1.017,6.82,85.64,5.75,24.61,60,1.058,68,N/A,Specific Gravity,BIAB,1,18.89,N/A,N/A,
1111,The Portley Porter,/homebrew/recipe/view/36/the-portley-porter,Robust Porter,129,41.64,1.06,1.015,5.93,39.8,31.5,45.42,60,1.055,80,1.2,Specific Gravity,All Grain,N/A,20.56,N/A,N/A,
1112,Punk IPA clone - Braumeister 20l,/homebrew/recipe/view/305250/punk-ipa-clone-braumeister-20l,American IPA,7,21,1.059,1.012,6.08,54.52,6.5,25,60,1.049,75,N/A,Specific Gravity,BIAB,0.75,18,N/A,N/A,54364
1113,Lliam's Hop Burst IPA,/homebrew/recipe/view/81663/lliam-s-hop-burst-ipa,American IPA,7,47.32,1.074,1.015,7.74,76.1,7.16,57.73,60,1.061,73,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,4411
1114,Belgian Dubble #1,/homebrew/recipe/view/381613/belgian-dubble-1,Belgian Dubbel,22,21,1.063,1.014,6.44,17.65,20.75,23,60,1.053,65,2,Specific Gravity,All Grain,0.35,20,N/A,N/A,
1115,Ballast Point-Grunion Extract Clone,/homebrew/recipe/view/218900/ballast-point-grunion-extract-clone,American Pale Ale,10,18.93,1.058,1.014,5.83,34.07,5.94,22.71,60,1.049,45,N/A,Specific Gravity,extract,0.35,20,N/A,N/A,33441
1116,New World IPA,/homebrew/recipe/view/4720/new-world-ipa,Special/Best/Premium Bitter,144,10,1.058,1.013,5.91,60.89,15.83,6,60,1.096,75,N/A,Specific Gravity,extract,N/A,18,Glucose,2.5oz,
1117,Scotty's Neapolitan Milk Stout,/homebrew/recipe/view/219667/scotty-s-neapolitan-milk-stout,Sweet Stout,162,20.82,1.058,1.02,5.01,23.08,38.01,28.39,60,1.037,75,N/A,Specific Gravity,BIAB,0.35,21.11,Dextrose,N/A,
1118,Rosemary Sage Gruit Ale,/homebrew/recipe/view/71286/rosemary-sage-gruit-ale,Specialty Beer,145,20.82,1.073,1.018,7.15,0,23.61,28.39,60,1.048,75,1.33,Specific Gravity,All Grain,N/A,21.11,Corn Sugar,5.25oz / 3/4 Cup,
1119,Hopstand IPA (v1): Nelson Citra Simcoe,/homebrew/recipe/view/48419/hopstand-ipa-v1-nelson-citra-simcoe,American IPA,7,19.68,1.057,1.013,5.68,72.94,3.91,27.25,60,1.041,75,N/A,Specific Gravity,All Grain,0.35,20,N/A,N/A,345
1120,Elysian Space Dust IPA Clone - Rye,/homebrew/recipe/view/398644/elysian-space-dust-ipa-clone-rye,American IPA,7,41.64,1.063,1.019,5.82,66.87,5.65,49.21,60,1.053,95,1.5,Specific Gravity,All Grain,1,21.11,N/A,N/A,
1121,MZZ Porter,/homebrew/recipe/view/241534/mzz-porter,Robust Porter,129,18,1.057,1.012,5.93,36.58,34.87,32.1,90,1.032,60,2.087,Specific Gravity,All Grain,0.5,26,Brown sugar,0.8 oz,46149
1122,Dreaded Dunkelweizen,/homebrew/recipe/view/59741/dreaded-dunkelweizen,Dunkelweizen,59,45.42,1.053,1.014,5.1,12.98,15.29,53,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,14477
1123,Kjeller 5 Sommerøl 2016,/homebrew/recipe/view/357204/,Blonde Ale,30,25,1.043,1.009,4.47,19.52,3.28,28,90,1.038,70,N/A,Specific Gravity,BIAB,0.5,19,N/A,N/A,51696
1124,Russian Imperial Stout,/homebrew/recipe/view/14096/russian-imperial-stout,Russian Imperial Stout,132,11.36,1.099,1.015,11.01,70.07,40,15.14,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1125,Honey Bock,/homebrew/recipe/view/189210/honey-bock,Dark American Lager,52,20.82,1.055,1.014,5.27,0,29.3,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1126,Nouvelle Rye Saison,/homebrew/recipe/view/11348/nouvelle-rye-saison,Saison,134,20.82,1.074,1.022,6.76,49.39,6.9,13.25,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,Corn Sugar,6.52 Oz,482
1127,ASSteel in Fucking Bruges,/homebrew/recipe/view/126872/assteel-in-fucking-bruges,Belgian Dark Strong Ale,21,37.85,1.097,1.019,10.32,23.08,29.86,49.21,90,1.075,75,1.5,Specific Gravity,All Grain,1,N/A,N/A,N/A,20127
1128,Red X IPA -V1,/homebrew/recipe/view/344515/red-x-ipa-v1,American IPA,7,41.64,1.076,1.018,7.59,108.43,15.95,47.32,60,1.067,80,1.52,Specific Gravity,All Grain,1,18.33,N/A,N/A,
1129,Old Speckled Hen (clone),/homebrew/recipe/view/333920/old-speckled-hen-clone-,Extra Special/Strong Bitter (ESB),68,21,1.052,1.012,5.33,34.5,10.11,26,70,1.042,65,3,Specific Gravity,All Grain,0.75,17,gyle,1,
1130,Brooklyn East India Pale Ale clone,/homebrew/recipe/view/310966/brooklyn-east-india-pale-ale-clone,American IPA,7,22,1.063,1.015,6.33,131.09,7.2,28.4,60,1.049,75,N/A,Specific Gravity,All Grain,N/A,18,N/A,N/A,48693
1131,SMASH Session Ale,/homebrew/recipe/view/94435/smash-session-ale,American Pale Ale,10,18.93,1.037,1.01,3.52,46.66,3.02,25.21,60,1.028,65,N/A,Specific Gravity,BIAB,0.35,21.11,N/A,N/A,21884
1132,Ommegang Three Philosophers Ale,/homebrew/recipe/view/149204/ommegang-three-philosophers-ale,Belgian Dark Strong Ale,21,20.82,1.087,1.021,8.72,31.49,17.22,28.39,75,1.064,60,1.34,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1133,Green Flash Brewing Co. - West Coast IPA Clo...,/homebrew/recipe/view/116511/green-flash-brewing-co-west-coast-ipa-clone,American IPA,7,20.82,1.074,1.017,7.43,147.61,7.39,13.25,60,1.116,70,N/A,Specific Gravity,Partial Mash,0.5,21.11,Corn Sugar,N/A,20681
1134,Caramel Vanilla Cream Ale,/homebrew/recipe/view/25949/caramel-vanilla-cream-ale,Cream Ale,45,18.93,1.055,1.013,5.51,22.31,6.53,9.46,55,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1135,Lagunitas Hop Stoopid Clone,/homebrew/recipe/view/140054/lagunitas-hop-stoopid-clone,American IPA,7,22.71,1.069,1.017,6.84,182,5.34,30.28,90,1.052,80,1.75,Specific Gravity,All Grain,1,16.67,N/A,N/A,5889
1136,Second Runnings Stout,/homebrew/recipe/view/8680/second-runnings-stout,Dry Stout,58,21.77,1.045,1.013,4.23,54.27,40,28.39,60,N/A,13,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar,N/A,1569
1137,Bocktoberfest,/homebrew/recipe/view/111503/bocktoberfest,Traditional Bock,163,62.46,1.06,1.019,5.31,20.3,16.01,77.6,90,1.048,68,1.33,Specific Gravity,All Grain,1.5,15.56,corn sugar,N/A,22093
1138,Pseudo Zombie,/homebrew/recipe/view/339381/pseudo-zombie,American IPA,7,20.82,1.061,1.015,6.14,53.55,9.16,26.5,60,1.048,66,1.3,Specific Gravity,All Grain,0.75,17.78,Forced Carbonation,N/A,50283
1139,Påls Red Ale,/homebrew/recipe/view/955/,American Amber Ale,4,21,1.059,1.015,5.77,0,22.92,11,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
1140,Summer Lolly - Orange Vanilla Cream Ale,/homebrew/recipe/view/49010/summer-lolly-orange-vanilla-cream-ale,Cream Ale,45,7.57,1.053,1.012,5.35,26.97,4.62,12.11,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,21.11,Maple Syrup,6 TBsp,9599
1141,Burning Rubber (Fat Tire Clone),/homebrew/recipe/view/29966/burning-rubber-fat-tire-clone-,American Amber Ale,4,18.93,1.049,1.012,4.84,15.25,11.41,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
1142,Dead Guy Clone,/homebrew/recipe/view/28776/dead-guy-clone,Maibock/Helles Bock,103,18.93,1.064,1.015,6.46,45.26,10.75,24.61,60,1.05,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,6789
1143,Ichabod's Head Pumpkin Spice Ale,/homebrew/recipe/view/16333/ichabod-s-head-pumpkin-spice-ale,Holiday/Winter Special Spiced Beer,85,20.82,1.05,1.014,4.77,27.99,26.08,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2782
1144,Dry Irish Stout,/homebrew/recipe/view/12237/dry-irish-stout,Dry Stout,58,41.64,1.045,1.012,4.27,43.48,36.59,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1145,Mastodon Special Bitter Apple Ale,/homebrew/recipe/view/966/mastodon-special-bitter-apple-ale,Standard/Ordinary Bitter,157,18.93,1.035,1.011,3.15,36.01,10.64,18.93,60,N/A,60,N/A,Specific Gravity,BIAB,N/A,N/A,Dextrose Bottle Priming,N/A,
1146,Santé d'été,/homebrew/recipe/view/119588/,Belgian Specialty Ale,25,20.82,1.046,1.01,4.73,37.85,7.55,24.61,60,1.039,70,1.5,Specific Gravity,All Grain,0.5,21.11,Sugar,110 g,26090
1147,New Albion Ale Clone,/homebrew/recipe/view/84387/new-albion-ale-clone,American Pale Ale,10,20.82,1.056,1.017,5.14,29.88,3.95,22.71,60,1.051,66,1.4,Specific Gravity,All Grain,0.75,20,Sucrose,N/A,
1148,Bakke Brygg Bramling Cross IPA 25 l,/homebrew/recipe/view/184694/bakke-brygg-bramling-cross-ipa-25-l,English IPA,65,25,1.064,1.014,6.64,53.04,11.68,28,60,1.057,75,N/A,Specific Gravity,BIAB,N/A,18,Sukkerlake,6g / liter,18325
1149,Maibock,/homebrew/recipe/view/4832/maibock,Maibock/Helles Bock,103,43.53,1.076,1.021,7.33,42.45,6.03,53,90,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1150,CZ Pils,/homebrew/recipe/view/114504/cz-pils,Bohemian Pilsener,31,20.82,1.121,1.034,11.49,137.44,5.52,36.26,90,1.07,75,1.5,Specific Gravity,All Grain,2,8.89,N/A,N/A,
1151,Belgian Dark Strong Ale I,/homebrew/recipe/view/93026/belgian-dark-strong-ale-i,Belgian Dark Strong Ale,21,18.93,1.083,1.021,8.18,53.3,34.93,11.36,60,1.138,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1152,Pivo Hoppy Pils,/homebrew/recipe/view/299463/pivo-hoppy-pils,German Pils,80,20.82,1.047,1.009,5,39.87,2.84,26.5,60,1.037,77,1.5,Specific Gravity,All Grain,1.5,8.89,N/A,N/A,
1153,English Mild,/homebrew/recipe/view/8232/english-mild,Mild,105,17.98,1.06,1.015,5.95,77.51,37.65,20.82,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1154,Pelican Tsunami Stout Clone Dbl Grain,/homebrew/recipe/view/35039/pelican-tsunami-stout-clone-dbl-grain,Foreign Extra Stout,72,18.93,1.076,1.019,7.51,91.31,40,12.3,60,1.117,70,N/A,Specific Gravity,Partial Mash,1,18.89,Brewers Sugar,1 cup,10101
1155,Christmas Ale #1,/homebrew/recipe/view/42441/christmas-ale-1,Belgian Dark Strong Ale,21,20.82,1.103,1.015,11.51,45.45,30.99,28.39,90,1.076,75,1.4,Specific Gravity,All Grain,1.25,23.89,N/A,N/A,9916
1156,SchuBrew Palo Santo Project,/homebrew/recipe/view/96272/schubrew-palo-santo-project,American Brown Ale,6,20.82,1.134,1.037,12.76,77.33,32.22,28.39,60,1.099,70,1.5,Specific Gravity,All Grain,0.35,18.89,N/A,N/A,5100
1157,Founders Breakfast Stout Clone,/homebrew/recipe/view/346903/founders-breakfast-stout-clone,Imperial Stout,87,18.93,1.086,1.021,8.46,77.12,50,24.61,60,1.066,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1158,Kölsch,/homebrew/recipe/view/31028/Kölsch,Kölsch,94,20.82,1.046,1.012,4.55,22.68,3.58,28.39,90,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,CO2,8 lbs,396
1159,Glacier Brewhouse's Imperial Blonde Ale,/homebrew/recipe/view/229168/glacier-brewhouse-s-imperial-blonde-ale,California Common Beer,39,18.93,1.094,1.021,9.53,31.89,5.85,22.71,60,1.078,67,1.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1160,Barleywine for Whiskey Barrel,/homebrew/recipe/view/28444/barleywine-for-whiskey-barrel,American Barleywine,5,28.39,1.095,1.024,9.32,102.3,11.43,28.39,60,1.095,66,N/A,Specific Gravity,All Grain,1,20,N/A,N/A,1569
1161,Sorachi Ace,/homebrew/recipe/view/33642/sorachi-ace,Saison,134,18.93,1.066,1.012,7.11,39.85,3.61,28.39,60,1.044,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,5100
1162,English Nut Brown Ale,/homebrew/recipe/view/87159/english-nut-brown-ale,Northern English Brown,113,20.82,1.051,1.016,4.62,35.5,20.38,20.82,60,1.051,52,1,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,
1163,Imperial Stout Speidel 50 L,/homebrew/recipe/view/114434/imperial-stout-speidel-50-l,Russian Imperial Stout,132,45,1.1,1.026,9.71,78.22,40,50,60,1.09,61,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,25141
1164,Eye Pee  Eh?,/homebrew/recipe/view/19722/eye-pee-eh-,American IPA,7,3.79,1.076,1.021,7.17,53.39,7.03,4.54,20,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,3785
1165,West Coast APA - Braumeister 20L,/homebrew/recipe/view/311057/west-coast-apa-braumeister-20l,American Pale Ale,10,21,1.053,1.012,5.39,50.25,4.8,25,70,1.045,80,N/A,Specific Gravity,BIAB,0.75,19,N/A,N/A,54364
1166,Clone - Two Hearted,/homebrew/recipe/view/5109/clone-two-hearted,American IPA,7,22.71,1.064,1.01,7,60.95,7.22,30.28,70,1.048,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,455
1167,Cherry Vanilla Amber Ale,/homebrew/recipe/view/87674/cherry-vanilla-amber-ale,American Amber Ale,4,20.82,1.059,1.015,5.85,42.57,13.18,13.25,60,1.093,70,N/A,Specific Gravity,Partial Mash,0.35,20,Corn Sugar,N/A,20681
1168,Rayz PA,/homebrew/recipe/view/1904/rayz-pa,American Pale Ale,10,21.77,1.057,1.013,5.69,41.64,8.19,26.5,75,1.047,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1169,Reaper's Reward - Dark Chocolate Hazelnut So...,/homebrew/recipe/view/15501/reaper-s-reward-dark-chocolate-hazelnut-southern-brown-ale,Southern English Brown,143,20.82,1.048,1.014,4.46,24.13,40,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,Keg,N/A,2782
1170,Grandad - Chocolate Stout,/homebrew/recipe/view/294281/grandad-chocolate-stout,Irish Stout,93,21,1.043,1.01,4.35,34.12,35.96,28,90,1.033,75,6.142,Specific Gravity,All Grain,N/A,20,N/A,N/A,5560
1171,Solsvik Weissbier,/homebrew/recipe/view/448548/solsvik-weissbier,Weissbier,169,50,1.04,1.005,4.68,17.72,4.25,60,90,1.034,35,36,Specific Gravity,All Grain,0.5,20,N/A,N/A,
1172,Liquid Mistletoe,/homebrew/recipe/view/1328/liquid-mistletoe,Cyser (Apple Melomel),46,20.82,1.138,1.035,13.63,0,6.59,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1173,Oktoberfest/Marzen,/homebrew/recipe/view/16405/oktoberfest-marzen,Oktoberfest/Märzen,115,18.93,1.085,1.028,7.57,9.94,12.87,18.93,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
1174,Belgian White Ale,/homebrew/recipe/view/4665/belgian-white-ale,Belgian Pale Ale,24,18.93,1.055,1.013,5.45,16.92,4.22,15.14,60,N/A,40,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1175,Honey Lemon HefeWeizen,/homebrew/recipe/view/189968/honey-lemon-hefeweizen,American Wheat or Rye Beer,15,18.93,1.045,1.006,5.11,0,2.23,18.93,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1176,The Kraken Belgian Strong (5gal BIAB),/homebrew/recipe/view/237167/-the-kraken-belgian-strong-5gal-biab-,Belgian Dark Strong Ale,21,19.87,1.09,1.018,9.42,34.6,20.34,22.71,60,1.079,70,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,2361
1177,RUD Humle lett,/homebrew/recipe/view/301037/rud-humle-lett,American IPA,7,25,1.028,1.005,2.95,64.04,10.27,28.5,90,1.024,85,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,55078
1178,Dark Prince Black IPA,/homebrew/recipe/view/212541/dark-prince-black-ipa,Specialty IPA: Black IPA,148,475,1.057,1.011,6.08,90.5,30.94,490,60,1.055,75,2.6,Specific Gravity,All Grain,0.35,17,N/A,N/A,
1179,Heimeøl,/homebrew/recipe/view/52574/,N/A,111,25,1.078,1.019,7.64,0,3.6,1,0,N/A,0,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,10010
1180,SchuBrew Dubbel,/homebrew/recipe/view/46668/schubrew-dubbel,Belgian Dubbel,22,20.82,1.074,1.016,7.57,28.73,15.49,28.39,60,1.054,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,5100
1181,Lemon Ale,/homebrew/recipe/view/208164/lemon-ale,American IPA,7,20.82,1.057,1.017,5.31,40,9.14,28.39,60,1.042,70,1.5,Specific Gravity,All Grain,0.75,22.22,cane sugar,4 oz,
1182,Reverend Clone,/homebrew/recipe/view/16690/reverend-clone,Belgian Tripel,26,18.93,1.091,1.02,9.25,13.47,28.08,11.36,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1183,Bakke Brygg London Porter 20 l,/homebrew/recipe/view/111847/bakke-brygg-london-porter-20-l,Brown Porter,37,20,1.048,1.012,4.75,28.89,26.87,24,60,1.04,72,N/A,Specific Gravity,All Grain,N/A,18,Sukker,N/A,18325
