Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
Silver,Trailer,KEA,2011,Trailer - Heavy,17/11/2021,Counties/Manukau
Red,Trailer,HOMEMADE,1976,Trailer,25/11/2021,Wellington
White,Caravan,15FT POPTP,1970,Caravan,20/01/2022,Wellington
Yellow,Trailer,ATLAS COPCO XAS97,2011,Trailer - Heavy,4/02/2022,Central
Silver,Trailer,PRESCOTT,2011,Trailer,16/11/2021,Bay of Plenty
Grey,Trailer,GENERATOR,2011,Trailer - Heavy,10/03/2022,Counties/Manukau
Blue,Briford,6X4,1993,Trailer,21/03/2022,Canterbury
Silver,Trailer,BRIFORD 6X4,2011,Trailer,6/12/2021,Canterbury
Silver,Trailer,SEDCO,2011,Trailer,15/02/2022,Bay of Plenty
White,Honda,CIVIC 3 DR,1987,Hatchback,23/10/2021,Tasman
Blue,Nissan,SENTRA,1991,Hatchback,5/12/2021,Bay of Plenty
Black,Nissan,NAVARA 4WD,1987,Utility,26/12/2021,Canterbury
Green,Toyota,COROLLA SED AUT,1991,Saloon,24/11/2021,Southern
White,Toyota,AQUA,2013,Hatchback,11/01/2022,Counties/Manukau
White,Toyota,HILUX D/CAB,1992,Utility,4/02/2022,Wellington
Grey,Mitsubishi,L300,1992,Light Van,26/10/2021,Wellington
Red,Mazda,626 SEDAN GLX,1991,Saloon,18/02/2022,Bay of Plenty
Grey,Ford,LASER GHIA,1992,Hatchback,26/01/2022,Canterbury
Blue,Mitsubishi,V3000,1992,Saloon,15/12/2021,Eastern
White,Ford,COURIER XL,1992,Utility,20/11/2021,Bay of Plenty
White,Toyota,HIACE,1992,Light Van,2/03/2022,Bay of Plenty
Red,Toyota,HIACE 2.4ZR SR5,1992,Light Van,10/03/2022,Auckland City
Red,Toyota,COROLLA L/B MAN,1992,Sports Car,29/03/2022,Southern
Silver,Honda,CIVIC 4DR LX AUTO,1992,Saloon,21/03/2022,Auckland City
White,Toyota,COASTER,1983,Mobile Home - Light,2/01/2022,Bay of Plenty
Red,Honda,ACCORD LX MAN,1992,Saloon,17/02/2022,Central
White,Nissan,NAVARA,1988,Utility,26/11/2021,Canterbury
White,Toyota,HIACE 2.4ZL MAN,1992,Light Van,12/12/2021,Canterbury
Blue,Ford,FESTIVA 1.3XL 3DR,1992,Hatchback,24/03/2022,Central
Red,Toyota,HILUX 2.8 D/C,1993,Utility,29/12/2021,Central
White,Toyota,HIACE 2.4ZL H/B,1993,Light Van,31/03/2022,Tasman
Silver,Homebuilt,HOSKING MULTI,1993,Boat Trailer,28/02/2022,Waitemata
Silver,Trailer,OTHER COMMERCIAL TRA,2012,Trailer - Heavy,1/02/2022,Bay of Plenty
Silver,Trailer,BOAT,2009,Boat Trailer,31/01/2022,Auckland City
Silver,Trailer,HELMACK 10X5,2011,Trailer - Heavy,11/11/2021,Canterbury
Silver,Kea,KC105,2011,Trailer,16/10/2021,Central
Green,Trailer,MONOWAY,2006,Trailer,8/02/2022,Auckland City
Silver,Trailer,HOMEMADE,2011,Boat Trailer,24/12/2021,Southern
Silver,Trailer,HOMEBUILT,2008,Trailer,17/03/2022,Waikato
Silver,Trailer,FOXENG 850,2011,Trailer,4/12/2021,Central
Silver,Trailer,ELITE 7X4 S,2011,Trailer,7/12/2021,Canterbury
Black,Trailer,HOMEBUILT,2011,Trailer,19/03/2022,Bay of Plenty
Silver,Trailer,8X5S,2011,Trailer,29/10/2021,Canterbury
Silver,Trailer,HELMACK 8X4,2011,Trailer - Heavy,12/02/2022,Canterbury
Silver,Factory Built,BRENT SMITH TRAILERS,2011,Trailer,11/12/2021,Wellington
Grey,Trailer,BUCCANER 605X5,2011,Boat Trailer,10/02/2022,Auckland City
Silver,Briford,8X5 TANDEM,2011,Trailer,5/01/2022,Southern
Silver,Trailer,8X5TB,2012,Trailer,7/10/2021,Canterbury
Grey,Trailer,MONOWAY,2011,Trailer - Heavy,24/02/2022,Eastern
Silver,Factory Built,BRENT SMITH TRAILERS,2011,Trailer,28/03/2022,Central
White,Ford,LASER 1.3XL HATCH,1993,Hatchback,28/03/2022,Waikato
White,Toyota,MARKX,2006,Saloon,3/04/2022,Waikato
Red,Ford,FAIRMONT GHIA COLAUT,1993,Saloon,27/02/2022,Bay of Plenty
White,Ford,COURIER XL C/CAB,1993,Utility,2/12/2021,Canterbury
Green,Ford,LASER GL,1993,Saloon,5/03/2022,Auckland City
Green,Mitsubishi,L200 2.5DSL TBO,1993,Utility,31/03/2022,Southern
Blue,Mitsubishi,LANCER 1.6 GLXI M SE,1993,Saloon,18/12/2021,Counties/Manukau
White,Toyota,HILUX 2.4 D/C,1993,Utility,13/11/2021,Canterbury
Green,Ford,TELSTAR GHIA,1993,Saloon,14/10/2021,Bay of Plenty
Black,Audi,RS4,2021,Stationwagon,24/03/2022,Waikato
Green,Nissan,BLUEBIRD,1993,Saloon,22/11/2021,Tasman
Blue,Toyota,HILUX 2.4 SR5,1993,Utility,14/03/2022,Wellington
Black,Nissan,SAFARI,1989,Utility,19/01/2022,Southern
Blue,Mitsubishi,MAGNA 2.6I GLX M,1993,Saloon,19/11/2021,Bay of Plenty
Red,Ford,COURIER 4X2 CREW,1993,Utility,28/03/2022,Waikato
Silver,Honda,LEGEND COUPE 3.2,1993,Sports Car,19/10/2021,Auckland City
Black,Nissan,SAFARI,1989,Stationwagon,1/11/2021,Auckland City
Red,Honda,CIVIC 4DR LX AUTO,1993,Saloon,1/04/2022,Waikato
White,Toyota,HI-LUX 2.4 C/C,1993,Utility,30/01/2022,Canterbury
Green,Mitsubishi,GALANT 2.0 GLXI M,1994,Saloon,5/01/2022,Canterbury
Black,Nissan,X-TRAIL,2007,Stationwagon,18/02/2022,Eastern
Grey,Mazda,BONGO,2003,Stationwagon,4/03/2022,Waikato
Green,Suzuki,JIMNY,2021,Stationwagon,21/01/2022,Waikato
Black,Nissan,FAIRLADY,1980,Sports Car,12/11/2021,Bay of Plenty
Red,Nissan,SAFARI GRANROAD,1990,Light Van,20/10/2021,Waitemata
Green,Honda,ACCORD EXI-S AUTO,1994,Saloon,20/12/2021,Southern
Green,Nissan,SENTRA,1994,Stationwagon,27/11/2021,Wellington
Blue,Nissan,NAVARA,1994,Utility,21/03/2022,Central
Purple,Ford,LASER GL AUTO,1994,Saloon,21/01/2022,Bay of Plenty
Silver,Honda,CIVIC 4DR EXI AUTO,1994,Saloon,8/03/2022,Wellington
Black,Nissan,NAVARA,2005,Utility,23/03/2022,Counties/Manukau
Silver,Trailer,TRAYLA,2012,Trailer,14/01/2022,Central
Silver,Briford,10 X 5 TANDEM,2012,Trailer,5/04/2022,Canterbury
Cream,Alpha,,1976,Caravan,2/12/2021,Waikato
Silver,Trailer,CENTRAL CUSTOMS,2012,Trailer,24/02/2022,Canterbury
Grey,Trailer,HOMEBUILT,2007,Trailer,24/10/2021,Central
Silver,Trailer,ELITE 7X4,2012,Trailer,13/01/2022,Canterbury
Silver,Trailer,ELITE 8X5 T,2012,Trailer,11/10/2021,Canterbury
Silver,Trailer,LOCAL,2012,Trailer,21/03/2022,Wellington
Silver,Trailer,DOMESTIC,2012,Trailer,29/11/2021,Counties/Manukau
Silver,Trailer,HOMEBUILT,2012,Trailer,21/03/2022,Waitemata
Grey,Homebuilt,DOMESTIC TRAILER,2012,Trailer,31/01/2022,Southern
Silver,Homebuilt,TRAILER,1994,Trailer,13/12/2021,Bay of Plenty
Grey,Homebuilt,TRAILER,2012,Trailer,22/02/2022,Canterbury
Silver,Trailer,ELITE 8X4S,2012,Trailer,2/03/2022,Canterbury
Blue,Toyota,HILUX,1990,Utility,31/01/2022,Canterbury
White,Ford,COURIER XL D,1994,Utility,2/11/2021,Counties/Manukau
Brown,Nissan,SAFARI GRAND ROAD,1989,Stationwagon,7/12/2021,Northland
Green,Mazda,B2200 CAB PLUS,1995,Utility,16/12/2021,Waitemata
White,Nissan,SENTRA,1995,Hatchback,12/10/2021,Canterbury
Green,Nissan,NAVARA,1995,Utility,12/01/2022,Counties/Manukau
Blue,Ford,LASER 1.6 GLXI 5DOOR,1995,Hatchback,1/11/2021,Waikato
White,Nissan,NAVARA,1995,Utility,28/12/2021,Waikato
White,Toyota,HI-LUX 2.4 C/C,1995,Utility,30/12/2021,Northland
White,Mitsubishi,L200 2.0PET 2WD C/C,1995,Utility,1/12/2021,Wellington
Red,Honda,CIVIC 4DR LX MANUAL,1995,Saloon,27/12/2021,Southern
Grey,Mazda,FAMILIA INTERPLAY DO,1990,Saloon,26/11/2021,Central
Green,Toyota,COROLLA,1994,Hatchback,17/03/2022,Northland
White,Ford,TRANSIT 190 DIESE,1995,Heavy Van,11/01/2022,Waikato
Blue,Toyota,COROLLA 1.6P GL HBAC,1995,Hatchback,7/03/2022,Canterbury
White,Toyota,COROLLA 1.3P XL HBAC,1995,Hatchback,12/01/2022,Wellington
Grey,Holden,ROYALE 6,1984,Saloon,17/10/2021,Bay of Plenty
Green,Toyota,COROLLA 1.6P GL HBAC,1995,Hatchback,27/01/2022,Bay of Plenty
White,Mitsubishi,L300,1995,Heavy Van,13/01/2022,Auckland City
Green,Nissan,BLUEBIRD,1992,Saloon,28/03/2022,Southern
White,Suzuki,SWIFT,2021,Hatchback,23/02/2022,Auckland City
White,Toyota,HIACE 2.4ZR MAN,1995,Light Van,19/10/2021,Canterbury
Red,Mitsubishi,L200,1995,Utility,26/10/2021,Central
White,Mitsubishi,DELICA,1990,Light Van,23/03/2022,Waitemata
Green,Toyota,CORONA,1995,Saloon,25/01/2022,Southern
Black,Nissan,SAFARI,1988,Stationwagon,10/01/2022,Central
White,Holden,COMBO,1996,Light Van,9/03/2022,Central
Red,Mazda,EUNOS ROADSTER,1989,Sports Car,29/03/2022,Bay of Plenty
White,Honda,CIVIC 3DR LX MAN,1991,Hatchback,24/01/2022,Canterbury
,Honda,CRF 100F,0,,13/01/2022,Southern
Grey,Trailer,RENEGADE,2013,Trailer,7/10/2021,Waitemata
White,Jayco,STERLING,2007,Caravan,5/12/2021,Canterbury
White,Caravan,LUNA,2005,Caravan,13/02/2022,Canterbury
Silver,Trailer,DOMESTIC,2012,Trailer,5/04/2022,Northland
Silver,Trailer,E4100SA,2012,Boat Trailer,11/01/2022,Central
Grey,Trailer,MACKAY,2005,Boat Trailer,29/12/2021,Central
Grey,Trailer,MUDGEWAY,2012,Boat Trailer,17/12/2021,Counties/Manukau
Grey,Homebuilt,,1994,Trailer,21/12/2021,Waikato
Silver,Briford,9X4 TANDEM,2012,Trailer,18/01/2022,Canterbury
Silver,Trailer,CAR DOLLY,2012,Trailer,4/02/2022,Waikato
Silver,Homebuilt,TRAILER,1994,Trailer,4/11/2021,Central
Silver,Kea,TANDEM TRAILER,2013,Trailer,9/12/2021,Waikato
Silver,Homebuilt,AGRI STEEL TANDEM,1994,Trailer,24/01/2022,Counties/Manukau
Silver,Trailer,FACTORY,2012,Trailer,29/01/2022,Wellington
Silver,Trailer,ELITE 8X4 S,2012,Trailer,1/02/2022,Canterbury
Silver,Mono - Way,TRAILER,2013,Trailer,17/03/2022,Wellington
Red,Mazda,FAMILIA,1991,Hatchback,28/11/2021,Canterbury
White,Nissan,DATSUN,1992,Utility,12/10/2021,Waikato
Brown,Toyota,COROLLA,1996,Hatchback,12/03/2022,Bay of Plenty
White,Mitsubishi,L200,1996,Utility,15/02/2022,Auckland City
Green,Holden,VS UTILITY,1996,Utility,10/02/2022,Tasman
Black,Toyota,CHASER,1998,Saloon,22/12/2021,Central
Black,Nissan,LAUREL,1991,Saloon,18/10/2021,Canterbury
White,Toyota,HILUX,1986,Stationwagon,29/11/2021,Canterbury
Green,Ford,FALCON,1996,Stationwagon,22/11/2021,Canterbury
Red,Nissan,MAXIMA,1996,Saloon,16/11/2021,Waitemata
White,Ford,COURIER,1996,Utility,23/01/2022,Central
Green,Mitsubishi,L300,1996,Heavy Van,20/01/2022,Canterbury
Green,Mazda,323,1996,Saloon,19/12/2021,Northland
Red,Ford,FESTIVA,1996,Hatchback,7/03/2022,Waikato
Blue,Ford,LASER,1996,Saloon,24/11/2021,Bay of Plenty
Blue,Nissan,MAXIMA,1996,Saloon,2/11/2021,Canterbury
White,Nissan,MURANO,2006,Stationwagon,15/02/2022,Waikato
Green,Mazda,SENTIA,1991,Saloon,26/10/2021,Southern
Green,Ford,UTILITY,1996,Utility,16/12/2021,Wellington
Blue,Mazda,REVUE,1991,Saloon,2/03/2022,Canterbury
White,Nissan,NAVARA,1996,Utility,29/03/2022,Tasman
Red,Mazda,626,1996,Stationwagon,26/02/2022,Wellington
Blue,Toyota,LANDCRUISER,1996,Stationwagon,23/10/2021,Canterbury
White,Toyota,HILUX,1996,Utility,27/10/2021,Canterbury
Blue,Ford,TELSTAR,1997,Saloon,6/01/2022,Northland
Silver,Mercedes-Benz,E,1997,Saloon,10/03/2022,Canterbury
White,Ford,TRANSIT,1997,Heavy Van,4/04/2022,Tasman
White,Toyota,COROLLA,1992,Saloon,31/01/2022,Southern
Blue,Honda,CIVIC,1997,Saloon,11/03/2022,Wellington
Green,Mazda,323,1997,Saloon,1/11/2021,Wellington
White,Nissan,S-CARGO,1989,Light Van,23/12/2021,Tasman
White,Toyota,MARKX,2006,Saloon,13/03/2022,Waikato
Silver,Trailer,HOMEBUILT AFC JETSKI,2013,Trailer,27/03/2022,Waikato
Silver,Trailer,FOXENG 2000,2013,Trailer,29/03/2022,Wellington
Silver,Trailer,TRAILER PRO,2003,Trailer,1/04/2022,Northland
Pink,Trailer,HOMEBUILT,2013,Trailer,17/01/2022,Canterbury
Silver,Trailer,LOCAL,2013,Trailer,31/12/2021,Southern
Silver,Trailer,HAULER,2013,Trailer,28/03/2022,Canterbury
White,Homebuilt,DOMESTIC TRAILER,2013,Trailer,30/11/2021,Canterbury
Silver,Trailer,FACTORY TANDEM,2013,Trailer,8/02/2022,Canterbury
Red,Trailer,DOMESTIC,2000,Trailer,14/02/2022,Central
Silver,Briford,DOMESTIC TRAILER,2013,Trailer,23/02/2022,Canterbury
Black,Trailer,HOMEMADE,1997,Trailer,1/02/2022,Northland
Silver,Trailer,BOAT VOYAGER,1997,Boat Trailer,5/01/2022,Central
Blue,Trailer,HOMEBUILT,1980,Trailer,10/11/2021,Waikato
Silver,Lochiel,14X6.6 SALV,2013,Trailer,23/10/2021,Southern
Silver,Trailer,SHIFTER 3.1,2013,Trailer,8/11/2021,Canterbury
Blue,Suzuki,VITARA,1997,Stationwagon,9/02/2022,Northland
White,Toyota,HILUX,1989,Utility,20/12/2021,Bay of Plenty
Red,Nissan,SENTRA,1997,Saloon,24/11/2021,Canterbury
Green,Honda,CRV,1997,Light Van,4/04/2022,Bay of Plenty
Blue,Toyota,HILUX,1989,Utility,24/01/2022,Canterbury
Grey,Toyota,HILUX,1993,Utility,8/03/2022,Northland
Blue,Toyota,HILUX,1994,Stationwagon,4/04/2022,Canterbury
Blue,Isuzu,BIGHORN,1994,Stationwagon,31/12/2021,Northland
White,Isuzu,N SERIES 100P,1997,Other Truck,4/03/2022,Waitemata
Red,Honda,ACCORD,1997,Saloon,15/10/2021,Southern
White,Ford,ECONOVAN,1997,Light Van,12/10/2021,Canterbury
Silver,Chrysler,GRAND VOYAGER,1997,Light Van,15/12/2021,Tasman
Silver,Toyota,COROLLA,1997,Hatchback,16/02/2022,Auckland City
Grey,Toyota,HILUX,1994,Utility,7/11/2021,Wellington
Green,Nissan,SENTRA,1997,Hatchback,24/01/2022,Bay of Plenty
White,Toyota,COROLLA,1997,Saloon,7/10/2021,Central
Red,Nissan,MAXIMA,1997,Saloon,5/11/2021,Central
Silver,Nissan,PRIMERA,1997,Saloon,23/11/2021,Bay of Plenty
White,Toyota,HILUX,1997,Utility,30/01/2022,Bay of Plenty
Grey,Toyota,HILUX,1995,Utility,20/11/2021,Northland
White,Nissan,DATSUN,1992,Utility,25/11/2021,Canterbury
Red,Nissan,PRIMERA,1997,Saloon,11/03/2022,Wellington
White,Ford,TRADER,1997,Flat Deck Truck,2/12/2021,Central
Gold,Honda,CIVIC,1997,Saloon,8/01/2022,Southern
Blue,Audi,A3,1997,Hatchback,3/04/2022,Central
Green,Toyota,STARLET,1997,Hatchback,12/02/2022,Auckland City
White,Nissan,PRIMERA,1997,Saloon,21/10/2021,Eastern
Blue,Honda,ACCORD,1997,Saloon,8/03/2022,Auckland City
White,Toyota,HIACE,1997,Light Van,24/12/2021,Northland
Gold,Mitsubishi,PAJERO,1990,Stationwagon,5/01/2022,Waitemata
Green,Nissan,MAXIMA,1997,Saloon,2/02/2022,Bay of Plenty
Red,Nissan,TERRANO,1993,Stationwagon,11/01/2022,Northland
White,Mitsubishi,L200,1998,Utility,7/12/2021,Bay of Plenty
Blue,Nissan,MISTRAL,1994,Stationwagon,23/01/2022,Canterbury
Green,Toyota,CAMRY,1998,Saloon,16/02/2022,Canterbury
Green,Nissan,DATSUN,1992,Utility,25/03/2022,Bay of Plenty
White,Toyota,DYNA,1993,Other Truck,30/03/2022,Canterbury
Green,Nissan,NAVARA,1998,Utility,26/10/2021,Northland
Red,Toyota,HILUX,1998,Other Truck,10/11/2021,Tasman
White,Toyota,HILUX,1998,Utility,9/12/2021,Canterbury
Grey,Toyota,HIACE,1994,Light Van,9/01/2022,Canterbury
White,Hyundai,H100,1998,Light Van,25/11/2021,Canterbury
Silver,Toyota,SPRINTER,1995,Stationwagon,23/10/2021,Auckland City
,,,0,,19/10/2021,Auckland City
Yellow,,,0,,3/02/2022,Auckland City
,,,0,,29/12/2021,Auckland City
,,,0,,18/02/2022,Counties/Manukau
,,,0,,14/02/2022,Wellington
Grey,Audi,A8,2011,,14/12/2021,Waitemata
White,Niu,NQI,2021,,7/03/2022,Auckland City
,,,0,,9/03/2022,Counties/Manukau
Red,Holden,VT COMMODORE,1998,Saloon,26/11/2021,Counties/Manukau
White,Nissan Diesel,MK205,1998,Other Truck,17/01/2022,Counties/Manukau
Green,Mitsubishi,PAJERO,1994,Stationwagon,17/02/2022,Waitemata
White,Toyota,STARLET,1993,Hatchback,3/02/2022,Central
Green,Ford,FALCON,1998,Saloon,31/01/2022,Eastern
Red,Subaru,FORESTER,1998,Stationwagon,26/03/2022,Wellington
Green,Honda,CIVIC,1998,Saloon,13/12/2021,Wellington
Green,Nissan,TERRANO,1996,Stationwagon,15/10/2021,Eastern
Blue,Nissan,MAXIMA,1998,Saloon,16/11/2021,Waikato
White,Toyota,HILUX,1998,Utility,27/02/2022,Eastern
Blue,Holden,VT COMMODORE,1998,Saloon,23/10/2021,Canterbury
Red,Nissan,TERRANO,1990,Stationwagon,12/11/2021,Bay of Plenty
Green,Mitsubishi,L200,1998,Utility,18/12/2021,Canterbury
Blue,Honda,DOMANI,1993,Saloon,28/03/2022,Eastern
White,Toyota,HILUX,1998,Other Truck,11/01/2022,Eastern
Blue,Ford,FESTIVA,1998,Hatchback,15/11/2021,Auckland City
Silver,Nissan,SENTRA,1998,Hatchback,19/03/2022,Auckland City
White,Mazda,FAMILIA,1995,Hatchback,3/11/2021,Bay of Plenty
White,Toyota,PRADO,1998,Stationwagon,26/02/2022,Northland
Blue,Ford,FESTIVA,1998,Hatchback,21/11/2021,Central
Red,Suzuki,WAGON R,1998,Stationwagon,24/02/2022,Wellington
Blue,Nissan,TERRANO,1993,Stationwagon,14/03/2022,Northland
Gold,Honda,CIVIC,1998,Saloon,23/11/2021,Southern
Black,Nissan,TERRANO,1992,Stationwagon,19/03/2022,Northland
Black,Daihatsu,RUGGER,1991,Stationwagon,19/01/2022,Waikato
Silver,Ford,COURIER,1999,Utility,13/01/2022,Auckland City
Blue,Ford,COURIER,1998,Utility,20/03/2022,Bay of Plenty
Green,Toyota,HILUX,1993,Stationwagon,10/11/2021,Canterbury
White,Toyota,HILUX 4WD 2.8,1993,Utility,1/02/2022,Northland
Green,Toyota,LAND CRUISER PRADO,1998,Stationwagon,1/12/2021,Counties/Manukau
White,Toyota,HIACE,1998,Light Van,14/11/2021,Canterbury
White,Ford,COURIER,1999,Utility,31/10/2021,Canterbury
Red,Toyota,CELICA,1999,Sports Car,19/10/2021,Central
White,Ford,COURIER,1999,Utility,27/02/2022,Eastern
Blue,Mitsubishi,LANCER,1999,Saloon,24/01/2022,Central
Grey,Nissan,PULSAR,1996,Saloon,31/03/2022,Counties/Manukau
Red,Ford,COURIER,1999,Utility,12/10/2021,Central
White,Ford,COURIER,1999,Utility,10/01/2022,Northland
Green,Nissan,PRIMERA,1999,Saloon,22/12/2021,Central
Green,Ford,COURIER,1999,Utility,19/12/2021,Bay of Plenty
Blue,Toyota,CALDINA,1996,Stationwagon,4/01/2022,Central
Silver,Nissan,PULSAR,1999,Hatchback,14/11/2021,Wellington
Gold,Mitsubishi,DIAMANTE,1999,Saloon,14/01/2022,Bay of Plenty
Green,Mazda,BOUNTY,1999,Utility,21/10/2021,Canterbury
Cream,Caravan,ABI MARAUDEL,1991,Caravan,21/02/2022,Waitemata
Silver,Trailer,KEA KC95,2014,Trailer,22/03/2022,Counties/Manukau
White,Caravan,PIONEER,1990,Caravan,1/02/2022,Bay of Plenty
Silver,Hoskings,TANDEM,1994,Boat Trailer,19/03/2022,Counties/Manukau
Silver,Trailer,ELITE 8X4 STD,2013,Trailer,8/03/2022,Canterbury
Silver,Trailer,ELITE 7X4,2013,Trailer,10/01/2022,Canterbury
Silver,Trailer,PRESCOTT,2001,Trailer,6/02/2022,Bay of Plenty
Grey,Homebuilt,,1990,Trailer - Heavy,2/04/2022,Waikato
Silver,Trailer,TWIN JETSKI,2014,Boat Trailer,22/10/2021,Auckland City
White,Caravan,FLEETWOOD JAVA,2001,Caravan,5/01/2022,Northland
White,Trailer,FREZZER,2013,Trailer,3/11/2021,Counties/Manukau
Silver,Trailer,TRAYLA,2013,Trailer,20/10/2021,Wellington
Silver,Trailer,DOMESTIC TRAILER,2014,Trailer,21/11/2021,Canterbury
Silver,Trailer,JKF JETSKIS,2014,Boat Trailer,23/01/2022,Counties/Manukau
Silver,Briford,8X4 TANDEM,2013,Trailer,14/12/2021,Canterbury
Silver,Pinto,WELLSIDE,2013,Trailer,7/01/2022,Auckland City
Silver,Trailer,VULCAN,2013,Trailer,17/02/2022,Waitemata
Silver,Trailer,ELITE 7X4,2014,Trailer,19/02/2022,Canterbury
Grey,DMW,PREMIER 430,2013,Boat Trailer,16/01/2022,Waikato
White,Ford,COURIER,1999,Utility,17/02/2022,Canterbury
White,Nissan,PRIMERA,1999,Saloon,16/03/2022,Counties/Manukau
Green,Nissan,PATROL,1999,Stationwagon,14/10/2021,Canterbury
White,Ford,COURIER,1999,Utility,20/10/2021,Bay of Plenty
Grey,Toyota,HILUX,1992,Stationwagon,12/11/2021,Canterbury
Gold,Nissan,TERRANO,1992,Stationwagon,8/11/2021,Canterbury
Silver,Mitsubishi,LANCER,1999,Saloon,12/12/2021,Bay of Plenty
White,Ford,COURIER,1999,Utility,5/04/2022,Wellington
Red,Mitsubishi,LANCER,1995,Saloon,28/11/2021,Northland
Red,Ford,COURIER,1999,Utility,17/12/2021,Southern
Grey,Nissan,PULSAR,1990,Hatchback,1/01/2022,Canterbury
Grey,Nissan,PULSAR,1992,Hatchback,23/10/2021,Canterbury
Green,Toyota,HIACE,1999,Light Bus,18/03/2022,Canterbury
Red,Nissan,PRIMERA,1999,Saloon,5/04/2022,Wellington
Grey,Daihatsu,CHARADE,1997,Hatchback,30/12/2021,Counties/Manukau
White,Ford,COURIER,1999,Utility,28/11/2021,Southern
Brown,Nissan,SAFARI,1989,Stationwagon,7/12/2021,Northland
Blue,Holden,VT COMMODORE,1997,Saloon,24/02/2022,Auckland City
Red,Honda,ACCORD,1999,Saloon,5/02/2022,Counties/Manukau
Gold,Nissan,DATSUN,1991,Utility,22/03/2022,Waitemata
White,Toyota,HIACE,1992,Light Van,24/10/2021,Canterbury
Green,Nissan,BLUEBIRD,1992,Saloon,22/10/2021,Canterbury
White,Toyota,COROLLA,1999,Hatchback,15/10/2021,Eastern
White,Mazda,BOUNTY,1999,Utility,11/11/2021,Eastern
Green,Toyota,HILUX,1998,Utility,17/01/2022,Wellington
Green,Toyota,COROLLA,1999,Hatchback,3/11/2021,Canterbury
Blue,Holden,VT COMMODORE,1999,Stationwagon,31/03/2022,Counties/Manukau
Silver,Ford,FESTIVA,1999,Hatchback,4/04/2022,Auckland City
White,Mitsubishi,LANCER,1999,Saloon,8/03/2022,Southern
Silver,Honda,LOGO,1998,Hatchback,15/03/2022,Counties/Manukau
White,Toyota,COROLLA,1999,Hatchback,14/12/2021,Bay of Plenty
Silver,Audi,A4,1999,Stationwagon,1/01/2022,Bay of Plenty
White,Toyota,COROLLA,1999,Stationwagon,28/11/2021,Eastern
Green,Toyota,HILUX,1999,Utility,2/01/2022,Tasman
Green,Toyota,HILUX,1999,Utility,14/01/2022,Tasman
White,Toyota,COROLLA,1999,Stationwagon,18/10/2021,Eastern
Green,Toyota,HILUX,1999,Utility,11/12/2021,Canterbury
White,Nissan,CARAVAN,1993,Light Van,12/01/2022,Wellington
Red,Ford,FALCON,1999,Saloon,21/02/2022,Bay of Plenty
Green,Holden,VT COMMODORE,1999,Saloon,16/02/2022,Central
White,Toyota,HIACE,1993,Light Van,30/11/2021,Southern
Green,Toyota,COROLLA,2000,Hatchback,28/12/2021,Wellington
Grey,Nissan,SAFARI,1988,Stationwagon,10/03/2022,Canterbury
Red,BMW,MINI,2007,Hatchback,2/04/2022,Wellington
Silver,Nissan,PULSAR,2000,Hatchback,9/12/2021,Bay of Plenty
Red,Mazda,BOUNTY,2000,Utility,23/03/2022,Southern
Grey,Mazda,BOUNTY,2000,Utility,9/11/2021,Northland
Grey,Toyota,STARLET,1990,Hatchback,11/02/2022,Canterbury
Green,Holden,VT COMMODORE,2000,Saloon,2/01/2022,Auckland City
White,Toyota,HILUX,1997,Utility,3/02/2022,Northland
Grey,Trailer,HOME BUILD,2014,Trailer,21/11/2021,Auckland City
Silver,Trailer,ELITE 10X5,2014,Trailer,9/02/2022,Canterbury
Orange,Trailer,BEAR CAT CH922DH,2015,Trailer - Heavy,22/12/2021,Auckland City
Silver,Trailer,HUSSIE,2014,Trailer,19/02/2022,Central
Green,Homebuilt,UTILITY,1995,Trailer,16/10/2021,Canterbury
Grey,Trailer,HOMEBUILT,2014,Boat Trailer,24/11/2021,Waikato
Silver,Trailer,TANDEM FLAT DECK,2014,Trailer,23/02/2022,Canterbury
Silver,Reid,TRAILER,2014,Boat Trailer,24/10/2021,Bay of Plenty
Grey,Briford,"8X4 ""6"" TANDOM",2014,Trailer,28/01/2022,Wellington
Grey,Trailer,MAINLINE 400,2014,Trailer,14/10/2021,Eastern
Silver,Trailer,TRAILPRO,2014,Trailer,31/12/2021,Southern
Silver,Trailer,HOMEMADE,1985,Trailer,8/11/2021,Auckland City
Silver,Lochiel,8X5 CONT TANDEM,2014,Trailer,17/12/2021,Canterbury
Silver,Factory Built,TRAILER,2014,Trailer,9/12/2021,Tasman
Silver,Kea,KC95EXC,2014,Trailer,30/03/2022,Waikato
Silver,Trailer,HELMACK 10X5,2014,Trailer,22/10/2021,Canterbury
Silver,Pinto,TRADE WELLSIDE,2014,Trailer,12/12/2021,Bay of Plenty
Red,Trailer,WEST PLAINS ENG,2014,Trailer,29/11/2021,Canterbury
Silver,Homebuilt,VOYAGER,1995,Trailer,15/12/2021,Waikato
Silver,Trailer,TRAILER WORX,2014,Trailer,10/12/2021,Waitemata
Silver,Trailer,BRI-INN,2014,Trailer,1/12/2021,Canterbury
Silver,Trailer,LOCAL,2014,Trailer,20/10/2021,Waikato
Black,Trailer,TANDAM,2014,Trailer,15/01/2022,Waitemata
Green,Trailer,,1995,Trailer,25/01/2022,Eastern
Silver,Briford,TRAILER 8X4,2014,Trailer,3/12/2021,Waitemata
